session,treat,exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,int_1,int_2,int_3,int_4,ben_1,ben_2,ben_3,ben_4,meas_rep,tsm_1,tsm_2,tsm_3,tsm_4,age,semester,sex,tch_1,tch_2,tch_3,tch_4,tch_5
3fqquMF9xtcZ5IgRV3qbtCbkM_FPOuMi7AtWWBAbCJIOdbQj8FRG9crIEh-aC5SU,GB,6,6,6,6,6,6,4,4,4,4,4,4,4,4,2,2,2,2,2,26,11,1,3,1,1,2,1
w5WS2LxCXKTNtIOxBfPNUErWnSwVWF1qoT1Cqcuo4UcEqiNoAWte_YXscsZmhUFA,CB,6,6,4,5,5,6,6,6,5,7,5,5,6,3,1,1,1,3,4,22,5,2,2,4,3,4,4
w5WS2LxCXKTNtIOxBfPNUErWnSwVWF1qoT1Cqcuo4UcEqiNoAWte_YXscsZmhUFA,GB,7,7,7,6,5,7,6,7,7,7,7,7,6,7,2,2,1,1,1,22,5,2,3,4,3,4,4
JGCdGnzlSgXw1lE9Rqe6_3uUEv2jzCuKQPRD1RGsyLVeB--QlRXuhpVXTIVJzwVL,CB,6,6,6,6,5,6,6,7,6,7,6,7,6,6,1,1,1,2,2,19,1,2,2,-999,-999,1,-999
JGCdGnzlSgXw1lE9Rqe6_3uUEv2jzCuKQPRD1RGsyLVeB--QlRXuhpVXTIVJzwVL,GB,6,6,6,6,5,6,6,6,6,6,6,6,5,7,2,1,2,1,2,19,1,2,3,2,3,2,1
pyYz2W0CMHUhaeAj2who_vvBOnbV4G4zn2qwVtfT15TyBmXwVirO20As-JIG4vB7,CB,6,6,6,6,5,6,7,7,6,6,6,6,7,5,1,2,1,1,2,22,8,2,3,4,4,3,3
pyYz2W0CMHUhaeAj2who_vvBOnbV4G4zn2qwVtfT15TyBmXwVirO20As-JIG4vB7,GB,4,4,4,4,4,4,4,5,4,4,4,4,5,4,2,2,3,3,3,22,8,2,1,1,1,1,1
TLGWbHJ4c3oeBs-INbMSbTJtsN_gTtw78a8g7d83NCW5pTJU0A-rWAmy3aVtXUby,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,2,NA,NA,NA,4,4,4,4,4
TLGWbHJ4c3oeBs-INbMSbTJtsN_gTtw78a8g7d83NCW5pTJU0A-rWAmy3aVtXUby,GB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,2,1,NA,NA,NA,4,4,4,4,4
0loTb4mCJJDcJkfyeglWToUxvGPd9EWZV-cDVCF2-I5cHPlVOJYExkl9x9YeFzmW,CB,4,6,4,4,6,4,4,4,4,4,4,4,4,4,1,1,3,2,3,25,5,2,3,4,4,3,4
0loTb4mCJJDcJkfyeglWToUxvGPd9EWZV-cDVCF2-I5cHPlVOJYExkl9x9YeFzmW,GB,6,6,5,5,4,5,4,5,3,3,3,3,4,3,2,2,2,2,2,25,5,2,2,1,1,1,1
THxztMSpD9VZOlTY7sKznMAgzXYmZFrA3rGQ4tE-hNEX59jdb0hdVEKfwhb9yqxS,CB,5,5,5,5,5,5,6,5,6,6,6,6,6,6,1,2,3,2,3,22,2,2,4,4,4,4,4
THxztMSpD9VZOlTY7sKznMAgzXYmZFrA3rGQ4tE-hNEX59jdb0hdVEKfwhb9yqxS,GB,5,6,5,2,5,5,3,4,6,3,5,5,5,5,2,2,2,2,2,22,2,2,1,1,1,1,1
dxZzQSzkIJBo7WHjHe0pLeITdtsvpLhiHCRz6-3qtAOR9qJOYkwofkQxwcgLbK7k,CB,7,5,4,6,6,6,5,4,5,4,7,4,6,4,1,3,3,4,4,26,5,2,-999,-999,-999,2,2
dxZzQSzkIJBo7WHjHe0pLeITdtsvpLhiHCRz6-3qtAOR9qJOYkwofkQxwcgLbK7k,GB,6,6,4,4,7,7,6,5,6,5,5,5,6,6,2,1,2,2,1,26,5,2,-999,3,4,3,3
89Ao1PoB8QMkBHA3okomsohk4yKeCsNL-3fI6ZmwjywZNmwhvnmvyaw_rcgC2uOk,CB,5,6,5,5,4,4,5,5,5,5,4,5,5,5,1,2,2,3,2,23,9,1,4,4,4,4,4
89Ao1PoB8QMkBHA3okomsohk4yKeCsNL-3fI6ZmwjywZNmwhvnmvyaw_rcgC2uOk,GB,5,6,5,5,5,5,4,4,5,4,4,4,4,5,2,2,2,2,2,23,9,1,1,1,1,1,1
8reUQ72yL3MJpU04B4XWee9y7Q2LmkvbH0AvMF5uaaZtYqPkd7mdlITkynIZBP1v,CB,6,6,5,6,5,5,6,4,4,3,3,3,5,4,1,2,3,3,4,22,9,2,4,4,4,4,4
8reUQ72yL3MJpU04B4XWee9y7Q2LmkvbH0AvMF5uaaZtYqPkd7mdlITkynIZBP1v,GB,6,6,6,6,5,6,2,2,4,4,3,3,3,4,2,2,2,2,2,22,9,2,1,1,1,1,1
Dc1gvW2DyEwEJiMj1tmHn2VavGmwjdZVVCqkQM-N5IJwb3GY6OZw3SdS-OSPPlED,CB,3,4,4,5,4,3,5,2,4,4,3,1,4,3,1,3,2,2,3,21,2,2,2,3,2,-999,3
Dc1gvW2DyEwEJiMj1tmHn2VavGmwjdZVVCqkQM-N5IJwb3GY6OZw3SdS-OSPPlED,GB,6,5,7,4,6,5,7,6,5,5,5,6,6,6,2,3,3,3,2,21,2,2,-999,3,4,2,2
6x1tugT6LgGrq3oTinW2vMyEw0MdnlvWX_3MoJLzto61gef_eJV2hED_1NMWzmct,CB,6,3,6,2,2,5,3,2,5,4,5,6,4,5,1,4,2,3,2,21,5,1,2,-999,-999,2,2
6x1tugT6LgGrq3oTinW2vMyEw0MdnlvWX_3MoJLzto61gef_eJV2hED_1NMWzmct,GB,6,7,6,7,6,7,2,6,3,5,5,7,6,2,2,3,2,3,3,21,5,1,4,4,1,3,3
3O8f7f3yezUbixv16U7gdpvQYFy5NBBfDMr8yXkMaKJewYxOAw7KSnnQHXkTMjJT,GB,7,7,6,6,6,6,6,6,5,6,7,5,6,6,1,1,2,3,3,20,3,1,4,4,3,-999,3
3O8f7f3yezUbixv16U7gdpvQYFy5NBBfDMr8yXkMaKJewYxOAw7KSnnQHXkTMjJT,CB,6,6,7,7,7,7,5,4,6,6,4,5,6,5,2,1,1,1,1,20,3,1,4,4,4,4,4
ekLuH6BZA2TBsf_PSy_sT4XnS-m37aVcmhTcfwGZ2tR9Tj957ZsESkRNhuDdq3Tf,GB,4,5,4,4,5,6,6,5,5,5,5,6,6,3,1,1,3,3,3,20,3,2,-999,1,1,1,-999
ekLuH6BZA2TBsf_PSy_sT4XnS-m37aVcmhTcfwGZ2tR9Tj957ZsESkRNhuDdq3Tf,CB,6,4,4,3,4,4,3,3,5,3,5,5,4,4,2,3,3,3,3,20,3,2,1,4,4,1,3
zxl6kl-Gx-iA0oV0TlRH9l23MkbKwzXcJUA6ow2942dihFfryvsmcakVgY8hhCUt,GB,4,5,3,4,3,4,5,5,4,5,5,6,4,5,1,2,3,2,3,22,5,2,1,1,1,1,1
zxl6kl-Gx-iA0oV0TlRH9l23MkbKwzXcJUA6ow2942dihFfryvsmcakVgY8hhCUt,CB,5,6,5,4,4,5,4,6,4,5,6,5,4,4,2,1,2,2,2,22,5,2,4,4,4,4,4
iADDwL4FVUe-CrdqrVrRi5Pgef_hDnc5Rrk3lS-GO-SO-uTpAaXpHNU2YfS34wZd,GB,6,6,7,5,7,7,6,6,7,7,6,7,7,7,1,1,1,1,1,24,3,1,1,4,-999,4,-999
iADDwL4FVUe-CrdqrVrRi5Pgef_hDnc5Rrk3lS-GO-SO-uTpAaXpHNU2YfS34wZd,CB,7,7,7,7,7,7,7,7,7,4,7,7,7,7,2,1,1,1,1,24,3,1,-999,-999,-999,3,4
kJ9C3Xq7FNmV7ljCS0k6n1qM7ItqRnhiRH0uR5MPbT4BR-afNbBy4NVzpcwOiV6V,GB,6,5,6,5,6,6,4,4,6,5,6,6,7,6,1,2,2,1,4,21,7,1,2,1,1,-999,1
kJ9C3Xq7FNmV7ljCS0k6n1qM7ItqRnhiRH0uR5MPbT4BR-afNbBy4NVzpcwOiV6V,CB,6,5,6,6,5,6,7,7,6,6,7,7,7,6,2,4,1,1,1,21,7,1,4,4,4,3,4
iU7o-78i04hRjj67hCwW-_AFAhX_hjTXL0vUgfb1CwmjnJGjPj-gO4rFrso_8Ikn,GB,5,3,4,3,5,5,5,4,4,4,5,5,5,5,1,1,2,2,2,19,3,2,3,2,1,2,1
iU7o-78i04hRjj67hCwW-_AFAhX_hjTXL0vUgfb1CwmjnJGjPj-gO4rFrso_8Ikn,CB,6,5,6,6,5,5,5,6,3,5,5,4,5,5,2,1,1,2,1,19,3,2,4,4,4,4,4
c2epvAOF10er7kGwkfgeWh_FqgfpUPEHOaa3tlVAfEvvrVqg-O0MFw4mXHINby1e,GB,5,6,6,5,5,6,4,5,4,3,4,4,3,3,1,1,2,2,3,21,7,1,1,1,1,1,1
c2epvAOF10er7kGwkfgeWh_FqgfpUPEHOaa3tlVAfEvvrVqg-O0MFw4mXHINby1e,CB,6,6,6,6,6,6,6,6,6,7,5,5,6,6,2,1,1,1,1,21,7,1,3,4,4,4,4
T7F9vr5fea8xzB-2ymFoyjE3G4Sx4rVbwiXWxS6owRU0nl9kUBRaIq2iS66zAGsV,GB,4,5,5,4,4,4,4,4,4,4,4,5,4,4,1,2,4,2,4,27,12,2,1,1,1,1,1
T7F9vr5fea8xzB-2ymFoyjE3G4Sx4rVbwiXWxS6owRU0nl9kUBRaIq2iS66zAGsV,CB,6,6,6,6,6,6,5,6,6,6,6,5,5,6,2,1,3,3,3,27,12,2,4,4,4,4,4
vQ3m7AtdwFidRuFB7dIqjuLse9k5Oa9tp6bFeNUWvvFynChRP6jHEO13lb634FaH,GB,5,5,6,6,4,6,5,5,5,5,5,5,5,4,1,4,3,4,4,24,5,2,1,1,1,1,1
vQ3m7AtdwFidRuFB7dIqjuLse9k5Oa9tp6bFeNUWvvFynChRP6jHEO13lb634FaH,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,4,2,24,5,2,4,4,4,4,4
UXDvEElaZqIsCO8x7_CoGHHfQsBIYcx4Sectdl4SEQ5UaN5pX5SEm9-XQ-Epl2v3,GB,7,5,6,6,5,6,6,6,5,6,5,5,6,6,1,1,2,2,2,20,1,2,2,1,1,1,1
UXDvEElaZqIsCO8x7_CoGHHfQsBIYcx4Sectdl4SEQ5UaN5pX5SEm9-XQ-Epl2v3,CB,7,7,7,7,7,7,6,6,6,7,6,7,6,7,2,1,2,2,2,20,1,2,4,4,4,4,4
45tTwWqxX8GH3r4sn5s5uNvxjdMbk6jXushLAS_LSPQcM_6X9_fZW6BW5WppLZ5z,GB,5,6,4,5,5,5,3,3,4,5,4,5,5,3,1,2,3,1,2,21,3,2,2,1,1,1,1
45tTwWqxX8GH3r4sn5s5uNvxjdMbk6jXushLAS_LSPQcM_6X9_fZW6BW5WppLZ5z,CB,6,6,7,6,6,7,7,7,6,6,5,6,7,7,2,1,1,1,2,21,3,2,4,4,4,4,4
Lye0TJw0TTwFgEKd1Vrwb253J61yJvQxCypKKr9RaIYYvPdo-U5H-5OLfcY__cmf,GB,7,7,7,7,7,7,4,6,6,6,4,7,7,4,1,2,1,4,3,23,9,2,1,1,1,1,1
Lye0TJw0TTwFgEKd1Vrwb253J61yJvQxCypKKr9RaIYYvPdo-U5H-5OLfcY__cmf,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,4,3,23,9,2,4,4,4,4,4
njelgKVTpWkgb3ca8SBvAoq8dvLovpUrxQF2UM77r7iEJYGtYkzyKOE7VlfOn8ev,GB,6,5,6,6,6,6,6,6,6,6,5,6,6,6,1,2,4,1,4,23,10,2,-999,4,1,-999,4
njelgKVTpWkgb3ca8SBvAoq8dvLovpUrxQF2UM77r7iEJYGtYkzyKOE7VlfOn8ev,CB,7,7,6,6,6,6,6,7,6,6,6,6,6,6,2,1,2,1,3,23,10,2,-999,4,-999,3,4
_S8rpcoLIlRBB97LCnXrPi3M_tPMsFvTPLHhHwIo0_c7-BxHKA1PThv37sZIuqQk,GB,5,5,6,6,4,4,6,4,6,6,6,6,6,6,1,3,3,4,4,31,10,2,1,1,1,-999,1
_S8rpcoLIlRBB97LCnXrPi3M_tPMsFvTPLHhHwIo0_c7-BxHKA1PThv37sZIuqQk,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,3,2,3,31,10,2,4,4,4,4,-999
xivZJpGr-kYSbwe6zOy79YAm2cTXi717-OtrLCdUPnSQc-fY1shw3zNJDCzFRzcx,GB,7,7,7,7,6,7,7,7,7,6,6,7,6,6,1,1,2,1,1,28,9,2,1,1,1,1,1
xivZJpGr-kYSbwe6zOy79YAm2cTXi717-OtrLCdUPnSQc-fY1shw3zNJDCzFRzcx,CB,5,5,5,6,5,5,7,7,6,5,6,6,6,6,2,3,2,4,1,28,9,2,4,4,4,4,4
D8-s7vTQlyAmfM02NhX62ADncVhrHuL6C-aRihJ30VonoiUAxKYYi8JfUYd281vY,GB,6,6,6,6,5,5,7,7,7,7,6,6,6,6,1,2,3,3,4,20,3,1,1,1,1,1,2
D8-s7vTQlyAmfM02NhX62ADncVhrHuL6C-aRihJ30VonoiUAxKYYi8JfUYd281vY,CB,7,7,7,7,7,7,7,7,7,7,7,7,6,6,2,1,4,2,4,20,3,1,4,4,4,4,4
uzoOw1DqJ2fGKE55WgHDNSb2YNuwp_sqoGAiKd550M2I8TOjXUuggzbzjYYoz-Pv,GB,5,4,4,4,4,5,5,5,4,4,7,7,7,7,1,4,4,2,4,23,8,2,2,1,1,2,1
uzoOw1DqJ2fGKE55WgHDNSb2YNuwp_sqoGAiKd550M2I8TOjXUuggzbzjYYoz-Pv,CB,7,5,7,7,7,7,7,7,7,7,7,7,7,7,2,2,3,2,2,23,8,2,3,2,2,4,3
b_IaRuR21liA0L-ibcjDk-n1NwMIwxRk-88YWbEz6VPckPbkOsvZeKyLFvP9bUj7,GB,7,7,7,7,5,6,7,7,7,7,7,7,7,4,1,1,3,1,1,23,9,2,1,1,1,1,1
b_IaRuR21liA0L-ibcjDk-n1NwMIwxRk-88YWbEz6VPckPbkOsvZeKyLFvP9bUj7,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,1,1,23,9,2,1,1,1,1,1
tzWRonz5S3zSHuEfHYbhbH-vlngMJ8EiEkvV1qZMyoCbJN_ki6Z0JulplQYtINx1,GB,7,4,7,4,4,7,3,3,4,3,3,4,3,3,1,1,1,1,1,22,9,2,1,1,1,1,1
tzWRonz5S3zSHuEfHYbhbH-vlngMJ8EiEkvV1qZMyoCbJN_ki6Z0JulplQYtINx1,CB,6,6,7,6,7,7,4,4,4,4,4,4,4,4,2,1,1,1,1,22,9,2,4,4,4,4,4
VqlcUoLE9FocmCTQNa-ldqWA4nI_EPNJs5TqYTLsX5mJz2pdCWtiELC5Yonwb9dL,GB,7,5,6,6,6,6,6,6,6,6,5,5,4,5,1,4,1,2,4,25,3,2,1,2,-999,3,-999
VqlcUoLE9FocmCTQNa-ldqWA4nI_EPNJs5TqYTLsX5mJz2pdCWtiELC5Yonwb9dL,CB,7,6,7,7,6,7,5,6,6,6,6,5,5,6,2,2,1,2,1,25,3,2,4,3,4,4,4
kJqu3lg9Z__5WVzXdd2ZR_ilBCzpHMLy_GIGRyhJ72LI1-ZmUw-rm0nq_figZniP,GB,5,5,5,5,5,6,6,4,5,4,4,3,4,4,1,1,2,3,3,19,3,2,1,1,1,1,1
kJqu3lg9Z__5WVzXdd2ZR_ilBCzpHMLy_GIGRyhJ72LI1-ZmUw-rm0nq_figZniP,CB,7,7,7,7,7,7,7,7,7,5,5,5,7,7,2,1,2,1,3,19,3,2,4,4,4,4,4
jgpUzE6Q1zanikSd1p1b2qjI2bLS-phxNZZkMMnP5ECeG0VlGND5cA1WGNblLJ7n,GB,1,3,2,3,2,1,3,3,4,4,5,5,4,3,1,1,4,4,3,21,3,1,1,1,1,1,-999
jgpUzE6Q1zanikSd1p1b2qjI2bLS-phxNZZkMMnP5ECeG0VlGND5cA1WGNblLJ7n,CB,5,4,7,6,6,5,4,5,6,5,5,5,7,4,2,2,1,4,3,21,3,1,4,4,4,4,4
G5Gusx4uhT9KUd5EOwMJD9EwAD9kyIvHgaUJsEezfnR8X9e6PmI8FSxj9us_O3Fy,GB,5,6,7,7,6,7,6,7,5,5,6,6,6,4,1,1,2,3,2,20,7,1,2,1,1,2,1
G5Gusx4uhT9KUd5EOwMJD9EwAD9kyIvHgaUJsEezfnR8X9e6PmI8FSxj9us_O3Fy,CB,6,6,6,6,6,6,5,5,6,7,6,6,6,6,2,1,2,3,2,20,7,1,4,4,4,4,4
z7-M25cRGprq_XUcL1etPGm6XBdK7Fst8EgP2rIcE4_vcHQ8wyZqWJBTDz05DQvs,GB,5,4,4,4,4,5,6,5,5,5,5,6,6,6,1,1,2,3,2,21,5,1,1,1,1,1,1
z7-M25cRGprq_XUcL1etPGm6XBdK7Fst8EgP2rIcE4_vcHQ8wyZqWJBTDz05DQvs,CB,7,7,7,7,7,7,6,6,6,6,5,6,6,5,2,1,1,1,1,21,5,1,4,4,4,4,4
n8KQ8dXg6mEylk4V5hDNvoN_jd9ZinNLM4kPwbRj74bFT-kP_ooHa6R_2NjiS_p9,GB,6,6,6,6,6,6,5,6,6,6,4,4,6,4,1,2,2,2,2,22,5,2,4,4,-999,3,3
n8KQ8dXg6mEylk4V5hDNvoN_jd9ZinNLM4kPwbRj74bFT-kP_ooHa6R_2NjiS_p9,CB,6,6,6,4,4,5,6,6,6,6,6,6,6,6,2,3,3,2,2,22,5,2,4,4,4,4,4
EgtU_GgOtLj5ZntgjIgblfBGVHVtDkJ0zK7zTnzng0OIVAohUf2rfAuvXgPu6qzz,GB,5,5,6,6,5,5,5,6,5,5,5,5,6,4,1,2,3,2,3,21,6,2,2,1,1,1,1
EgtU_GgOtLj5ZntgjIgblfBGVHVtDkJ0zK7zTnzng0OIVAohUf2rfAuvXgPu6qzz,CB,7,6,7,7,6,6,5,6,6,6,6,5,5,5,2,2,2,2,3,21,6,2,4,4,4,4,4
OvmOYqkSqgKkIKnW7GLs8MUPly8po-tL7rmELtLqhDkbBrhgNY7GkH_CTFUxaFov,GB,6,6,6,5,5,6,6,6,6,6,5,6,6,5,1,2,2,2,2,25,1,2,2,1,1,4,-999
OvmOYqkSqgKkIKnW7GLs8MUPly8po-tL7rmELtLqhDkbBrhgNY7GkH_CTFUxaFov,CB,7,6,6,6,7,7,7,7,6,7,6,7,7,7,2,1,1,3,2,25,1,2,4,4,4,4,-999
k6QlBbpSetpJ_8_Vs1y5btL_WcVj6YXDMo93Up0EKupQoUYVjkxBW3QxSaybiK6k,GB,3,4,6,2,3,2,5,6,4,4,4,4,5,3,1,4,4,1,4,26,11,2,1,1,1,1,1
k6QlBbpSetpJ_8_Vs1y5btL_WcVj6YXDMo93Up0EKupQoUYVjkxBW3QxSaybiK6k,CB,7,5,6,6,6,6,6,4,5,6,5,4,6,6,2,4,4,2,4,26,11,2,4,4,4,4,4
jXjWJoc6vdipOfj2eZfLCif1aQcrezHAZFGoW_35YudsHg_pbg_2_By5K5rl0FHv,GB,4,4,5,5,5,5,5,5,5,5,4,4,5,4,1,1,1,1,2,21,7,2,1,1,1,1,4
jXjWJoc6vdipOfj2eZfLCif1aQcrezHAZFGoW_35YudsHg_pbg_2_By5K5rl0FHv,CB,7,6,7,7,7,7,7,7,7,6,7,6,7,6,2,1,4,1,1,21,7,2,4,4,4,4,4
eFzjuw9VQ8H-sT2dkpK04L6DRTpc5EnEtErje8ibQ4zpZwgaJyQBRwIsoZUELp5t,GB,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,24,7,1,-999,1,1,-999,1
eFzjuw9VQ8H-sT2dkpK04L6DRTpc5EnEtErje8ibQ4zpZwgaJyQBRwIsoZUELp5t,CB,6,7,7,6,6,6,6,6,6,7,7,6,6,6,2,2,2,2,1,24,7,1,4,4,4,4,4
wYx4dFul3VdNEznwfwXFBJWZaM01XUXg-bKHVDBYBs7WhI5Ma5wAhU7xHl8aC7Lo,GB,5,4,5,5,5,5,4,4,4,5,5,4,5,6,1,3,4,3,4,20,4,2,1,1,1,1,1
wYx4dFul3VdNEznwfwXFBJWZaM01XUXg-bKHVDBYBs7WhI5Ma5wAhU7xHl8aC7Lo,CB,3,2,3,3,3,3,4,2,4,4,6,6,3,5,2,2,3,2,4,20,4,2,4,-999,4,4,4
xEvYaltaWniO2wtG6YrcSPBM6dcdwyZ7UyjTctceGef52pIbfHKcGb-V3BqjC33t,GB,6,5,5,6,5,5,5,6,5,6,5,6,5,5,1,2,3,1,2,20,1,1,1,-999,2,2,2
xEvYaltaWniO2wtG6YrcSPBM6dcdwyZ7UyjTctceGef52pIbfHKcGb-V3BqjC33t,CB,6,6,6,6,5,6,5,4,5,5,5,6,6,4,2,4,2,2,3,20,1,1,-999,3,3,-999,3
-gXOoMRDsyMkR4GhwPy9aYHP6_bdEFBYG4JqiT4viI6itRYVLQpR5x_O6rYJEYPx,GB,7,7,7,6,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,24,7,2,1,1,1,1,1
-gXOoMRDsyMkR4GhwPy9aYHP6_bdEFBYG4JqiT4viI6itRYVLQpR5x_O6rYJEYPx,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,4,1,24,7,2,4,4,4,4,4
qDi1rL68L3a5KsQAqk2KXdc07bA42NsKe9QRMg5uSZH1yfvLu17iIMX7EItr-PDo,GB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,1,1,22,5,2,-999,-999,-999,-999,-999
qDi1rL68L3a5KsQAqk2KXdc07bA42NsKe9QRMg5uSZH1yfvLu17iIMX7EItr-PDo,CB,6,6,6,5,5,6,5,5,6,6,6,6,5,6,2,3,2,2,2,22,5,2,-999,-999,-999,-999,-999
QpcsFtBpKaiVf-qEM8_MC2IvivZV0LDPFk5lnODq0M5qWqORryH4VUgIX3mXV3ax,GB,6,5,6,6,6,6,6,6,5,5,5,5,6,5,1,2,2,3,2,24,11,1,3,3,-999,3,3
QpcsFtBpKaiVf-qEM8_MC2IvivZV0LDPFk5lnODq0M5qWqORryH4VUgIX3mXV3ax,CB,6,6,6,6,6,6,5,6,6,5,6,4,6,6,2,2,2,3,2,24,11,1,2,4,4,3,4
1byeMInyZBgN7M9HJvgC2n7iDSEeUQqsly9niBidhA8lKSS-AJHwT-jLwNiIyq-u,GB,3,3,2,2,1,3,6,6,3,7,7,7,3,3,1,2,4,4,4,24,5,2,2,1,1,1,1
1byeMInyZBgN7M9HJvgC2n7iDSEeUQqsly9niBidhA8lKSS-AJHwT-jLwNiIyq-u,CB,6,6,6,7,6,7,7,7,5,7,7,7,6,5,2,1,2,1,2,24,5,2,4,4,4,4,4
-551aif-rcjp3XhAieDb5GT8ZB1YynmOkgsH_fFX7umiyNN6TJghcWd2l3y-0SZK,GB,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,2,1,2,22,3,3,2,1,1,1,1
-551aif-rcjp3XhAieDb5GT8ZB1YynmOkgsH_fFX7umiyNN6TJghcWd2l3y-0SZK,CB,6,6,6,6,6,6,7,7,6,6,7,6,6,5,2,1,3,1,2,22,3,3,4,4,4,4,4
_Pqc92kg3qxszo7JiJMfd_71oeAHloj-_S97tgfXZkhS59ooTazVrW66kCXWgAl6,GB,4,5,3,4,3,3,3,3,4,4,5,4,5,5,1,2,2,2,3,26,15,2,1,1,1,1,1
_Pqc92kg3qxszo7JiJMfd_71oeAHloj-_S97tgfXZkhS59ooTazVrW66kCXWgAl6,CB,5,5,3,3,3,3,4,5,4,5,4,5,5,5,2,2,3,2,3,26,15,2,4,4,4,4,4
cnhFcxFVyRM5vYEWM0tDsB4EyTlmQTQwp-gDrQSpq6YPqW5pouKC4OPGu9pHMyRQ,GB,5,7,5,5,4,7,6,7,6,6,6,5,5,4,1,1,4,1,3,20,1,1,3,4,-999,3,-999
cnhFcxFVyRM5vYEWM0tDsB4EyTlmQTQwp-gDrQSpq6YPqW5pouKC4OPGu9pHMyRQ,CB,5,6,7,4,4,4,4,6,5,4,6,5,4,5,2,1,1,2,1,20,1,1,4,-999,4,4,-999
Ugvn6iH5d11RYWPSW6lqP-bhZXXHYEB70IymDCGeQ4hcFqRMpTHxMVOpilO-7ktD,GB,3,4,3,4,3,3,6,6,6,6,4,4,4,4,1,2,1,2,2,NA,NA,NA,2,1,2,2,1
G2w_rvC58yubXYIz92OGp7gLTxWNcN87E_ayfiQ25OhrziMfMtjU2AjgpDxO4zcF,GB,6,7,7,7,6,6,7,7,5,7,7,7,7,6,1,1,2,3,1,20,3,1,1,1,1,1,1
G2w_rvC58yubXYIz92OGp7gLTxWNcN87E_ayfiQ25OhrziMfMtjU2AjgpDxO4zcF,CB,7,7,7,7,7,7,7,7,7,6,7,7,7,7,2,1,2,2,1,20,3,1,4,4,4,4,4
mYr_b5Y1ueZS2eg3wirm7vNGcV7Fzy7xsZ-s5Sv3ynezdoNI29p5z_16pkAKS7aG,GB,7,6,6,5,5,6,6,4,6,6,6,6,7,6,1,1,1,1,2,27,3,1,1,1,1,1,1
mYr_b5Y1ueZS2eg3wirm7vNGcV7Fzy7xsZ-s5Sv3ynezdoNI29p5z_16pkAKS7aG,CB,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,27,3,1,4,4,4,4,4
1J71GeGiQMJHPhfwtoMbBPa0bhWWiKSNNYIzYf1dVrxniX1Ee3smjl_w3t1ddhp6,GB,5,5,5,6,6,4,4,5,4,4,4,3,5,4,1,1,1,1,1,20,5,1,4,1,1,4,4
1J71GeGiQMJHPhfwtoMbBPa0bhWWiKSNNYIzYf1dVrxniX1Ee3smjl_w3t1ddhp6,CB,7,5,6,7,6,6,5,5,5,5,5,6,6,5,2,1,1,4,4,20,5,1,3,4,4,3,-999
