session,created,modified,ended,expired,treat,treat1,treat2,first_topic,abs1_tsm_1,abs1_tsm_2,abs1_tsm_3,abs1_tsm_4,abs1_tsc_1,abs1_tsc_2,abs1_tsc_3,abs1_tru_exp_1,abs1_tru_exp_2,abs1_tru_exp_3,abs1_tru_exp_4,abs1_tru_exp_5,abs1_tru_exp_6,abs1_tru_int_1,abs1_tru_int_2,abs1_tru_int_3,abs1_tru_int_4,abs1_tru_ben_1,abs1_tru_ben_2,abs1_tru_ben_3,abs1_tru_ben_4,abs1_tch_1,abs1_tch_2,abs1_tch_3,abs1_tch_4,abs1_tch_5,abs2_tsm_1,abs2_tsm_2,abs2_tsm_3,abs2_tsm_4,abs2_tsc_1,abs2_tsc_2,abs2_tsc_3,abs2_tru_exp_1,abs2_tru_exp_2,abs2_tru_exp_3,abs2_tru_exp_4,abs2_tru_exp_5,abs2_tru_exp_6,abs2_tru_int_1,abs2_tru_int_2,abs2_tru_int_3,abs2_tru_int_4,abs2_tru_ben_1,abs2_tru_ben_2,abs2_tru_ben_3,abs2_tru_ben_4,abs2_tch_1,abs2_tch_2,abs2_tch_3,abs2_tch_4,abs2_tch_5,tsm_1,tsm_2,tsm_3,country,country_oth
z4nQ0A9n7_0Mfjj7eXCunysq8eXk4n8B6df_Xh3exzFWhePJWOgFMG6WayJ02Tkp,2020-12-18 18:05:28,2020-12-18 18:20:29,2020-12-18 18:20:29,NA,cb,cb,gb,moral,1,2,2,3,3,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,4,3,4,4,2,2,3,2,3,2,3,2,2,2,2,3,2,2,4,3,5,3,3,4,2,1,2,1,2,2,4,3,4,1,NA
oI6xCvzyG51Wngm0wNuqGoqFTX5suAGi1qjXOdkh2uYAzg5UU0BkLCcj14KXQDyz,2020-12-18 18:06:10,2020-12-18 18:23:31,2020-12-18 18:23:31,NA,gb,gb,cb,robot,3,4,2,3,3,1,3,1,1,1,1,2,1,1,2,2,1,3,4,1,1,4,3,-999,3,4,2,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,1,2,3,1,NA
SmishPBPIdI11fI9yhY6rY_NHbAetttyCoclcwbME49fy-JtbtllgnS1YZszfUhM,2020-12-18 18:18:48,2020-12-18 18:24:22,2020-12-18 18:24:22,NA,gb,gb,cc,robot,4,4,4,4,2,3,4,3,2,3,3,3,4,6,1,5,4,7,7,4,4,1,1,1,1,-999,4,4,4,4,3,2,2,4,3,2,3,3,3,3,2,4,3,4,4,4,3,1,1,-999,1,1,3,4,3,1,NA
lXSRvGTbJSgsAJx6xwbhYoIISbamwmu1LfdQWHiw_GpqYs6igi2HNU7573fWmOVp,2020-12-18 18:18:55,2020-12-18 18:28:14,2020-12-18 18:28:14,NA,gb,gb,cb,robot,3,4,3,4,1,3,2,6,4,4,4,5,5,4,4,4,7,4,6,4,4,1,1,1,1,1,2,3,3,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,1,2,3,4,4,4,4,4,4,3,3,1,NA
iNTz1BEFGcRf5-SZGrbTVZZorn5w5eDAwIbnoW11hn9HlJMupDCOTzyyuTBioJJx,2020-12-18 18:26:49,2020-12-18 18:44:44,2020-12-18 18:44:44,NA,cb,cb,gb,moral,1,4,4,3,3,2,3,4,3,3,3,3,3,3,4,3,3,4,4,3,4,3,4,4,4,4,2,3,1,4,2,2,2,4,3,4,4,4,4,4,4,4,4,3,4,4,4,1,1,1,2,1,4,4,2,1,NA
5Pf18pO2Og7WuN5oM-f396LTnqcQti6f5jsoYv-tnl3QaML02W0sOKx84zDcOgB-,2020-12-18 18:27:36,2020-12-18 18:31:06,2020-12-18 18:31:06,NA,gb,gb,cb,robot,4,2,2,3,2,3,2,5,5,4,5,5,5,5,5,5,5,4,4,6,5,1,1,1,1,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,3,3,2,3,3,4,4,3,1,NA
Numbt14bb1nHOJQ5XtqHG1ElMD6L0gtcQTrCKX5BBPQSusRWk72tecIY0JMwiZzN,2020-12-18 18:27:55,2020-12-18 18:30:19,2020-12-18 18:30:20,NA,cb,cb,cc,moral,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,2,3,3,3,3,3,4,3,4,3,3,3,2,3,3,2,4,4,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,1,NA
5Tge1zfhV7ciz8xv9GYP74y7-X96EBBYwmVHFWsL9UjuXq_04z27ZEUHscBKp-O5,2020-12-18 18:41:44,2020-12-18 18:50:40,2020-12-18 18:50:41,NA,gb,gb,cc,robot,1,2,3,3,3,2,3,2,2,2,2,3,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-999,-999,-999,-999,-999,4,4,1,1,NA
-gZbzQTYzOMqGMXs1URihFGFH5Np2xW3X7UtEvp1V5-ipvTQ-IHYNbD8zkmpScWZ,2020-12-18 18:43:39,2020-12-18 18:56:14,2020-12-18 18:56:15,NA,cb,cb,cc,robot,3,4,2,4,2,1,3,3,3,2,4,4,3,1,6,4,3,2,4,4,1,4,4,4,3,3,2,4,3,3,4,1,4,2,3,1,1,2,1,1,2,2,2,3,1,2,2,-999,3,-999,3,4,3,4,4,1,NA
uqWwg0bfyCncfZTVsE-GyNogqeHzxe5CCkWrdMIkib1Ju6j3SzZYkhsWNeYUcrnU,2020-12-18 18:46:24,2020-12-18 18:53:09,2020-12-18 18:53:09,NA,cb,cb,gb,moral,3,3,4,4,4,2,4,1,1,1,1,1,1,1,2,3,4,1,2,1,1,4,4,4,4,4,1,2,4,1,4,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,1,NA
a5O-FD7F93zJBpoFfzW2EnfIUBaqZt-YxHxdA9ykLJdXtLS2X7yYdXvjKwTZWw2B,2020-12-18 18:50:00,2020-12-18 19:01:57,2020-12-18 19:01:58,NA,gb,gb,cc,robot,2,2,3,3,2,3,2,4,4,5,4,4,4,4,4,4,4,4,4,4,3,1,1,2,1,1,2,3,2,3,2,3,2,4,4,4,4,4,4,5,4,4,4,4,5,4,5,4,4,4,3,4,3,4,3,2,NA
kYpm3HoBKHwUlvvrgbYvoTzTWfzKJ1b9CX7RoK4R9oTnY8TVWva0bJbFhf7T3qaQ,2020-12-18 18:50:52,2020-12-18 18:57:16,2020-12-18 18:57:16,NA,cc,cc,cb,moral,2,2,2,2,3,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-999,-999,3,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,4,4,3,4,3,4,4,1,NA
O8Y9zqrVkdwGcfvQ1EQBo_GF9jLai9LjGYREVsmDu1jFGvD_-h58Fu4QaJiHSK_Q,2020-12-18 18:53:52,2020-12-18 19:07:54,2020-12-18 19:07:54,NA,cc,cc,gb,moral,1,3,3,4,3,1,3,2,4,4,1,3,4,1,4,4,3,4,4,2,2,1,-999,-999,1,-999,3,4,1,4,3,1,2,2,4,4,2,4,4,1,2,4,4,4,4,4,2,1,1,1,1,1,4,4,4,1,NA
d2pF7kWYz8lSjvrU5qPcR5PTbD3IkmfNdfhi6GmeA0sSZwJJoxr2xReHh1q1Bysc,2020-12-18 19:04:07,2020-12-18 19:15:00,2020-12-18 19:15:00,NA,cc,cc,gb,robot,1,4,1,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-999,-999,-999,-999,-999,1,4,1,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,4,1,NA
BB0HuZPOdlRaJVe4ndoLzb3JdYiWaG2OzkWXYPY3WvLzt1KsvdVvmJDpKQsR7ZPd,2020-12-18 19:17:18,2020-12-18 19:21:11,2020-12-18 19:21:11,NA,cc,cc,cb,moral,4,4,2,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,-999,-999,3,-999,3,3,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,2,1,1,4,NA
YNK9UP9956WqeLwfVGPGjU3DoQTpyWrBoARI9LixWj3j15rNG3M9iIOTXywGOxs5,2020-12-18 19:17:51,2020-12-18 19:24:24,2020-12-18 19:24:24,NA,cb,cb,gb,robot,3,3,3,4,3,4,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,4,4,3,3,4,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,4,4,4,3,NA
2m8vYOMLBX8od6FD6MCw5qZsEiVMEw-JocP9GuoUkRtDHm-UXnss7KlRXP7y-rGq,2020-12-18 19:23:04,2020-12-18 19:32:18,2020-12-18 19:32:18,NA,gb,gb,cb,robot,3,3,3,4,3,1,3,2,2,2,2,5,3,2,2,2,2,2,2,5,2,3,-999,-999,3,-999,2,3,2,3,3,1,3,1,1,1,1,1,2,2,1,2,2,2,3,1,3,4,4,4,4,4,4,2,3,1,NA
l-KK6-0epmBrpXXe2NRaalZJyE72un0a0M_y2uU_PmdfJZ0ldfxIrGhee95n7DXH,2020-12-18 19:27:51,2020-12-18 19:35:30,2020-12-18 19:35:30,NA,cb,cb,cc,robot,2,2,2,3,2,2,2,3,3,3,2,3,2,3,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,1,NA
uic_x9xK93KqouOib6L_r98n35jlroMHb0sSN0WiFC-spQcK41-vYxDgys3Sx4yo,2020-12-18 19:28:37,2020-12-18 19:39:18,2020-12-18 19:39:18,NA,cc,cc,gb,robot,3,2,2,2,4,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,-999,3,3,3,2,2,2,3,1,3,2,2,2,2,2,2,3,2,3,3,3,3,2,3,1,1,1,1,1,3,4,3,3,NA
FF-wcg3mcs_q0qitlBlM3YsRz8Cj1zDotzGIigVS4m_VX2qFJHFdKMtmpMLuXSOf,2020-12-18 19:33:42,2020-12-18 19:37:49,2020-12-18 19:37:49,NA,cc,cc,gb,moral,4,3,2,3,2,3,1,3,2,4,5,3,3,6,6,4,6,4,4,4,5,3,3,4,2,3,3,3,2,4,3,3,4,2,2,3,4,2,3,2,5,3,4,2,2,3,2,3,4,3,3,4,4,3,3,2,NA
VicfIZOSvJ-4cPXWaoLPh_HPDsWX-lQ0-zW6sVCtcpmuOKET3A7fA40C_36bkzYQ,2020-12-18 19:38:40,2020-12-18 19:45:09,2020-12-18 19:45:09,NA,gb,gb,cb,moral,3,2,3,3,3,2,3,3,3,3,4,3,3,3,4,4,3,4,4,4,4,1,1,1,1,1,2,3,2,2,3,2,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,1,NA
nWTtqsFOzasndmVeqXZLe2z7qsLQybKOcJpdI9Tl-JgWRu6J4We7ztvRydhsPyLB,2020-12-18 19:44:15,2020-12-18 19:54:17,2020-12-18 19:54:18,NA,cb,cb,cc,robot,2,2,2,4,3,1,3,2,2,2,2,3,2,2,1,2,3,2,2,2,3,2,4,4,-999,4,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-999,-999,-999,-999,-999,3,4,3,1,NA
ogwuZl7gcWhaXF4D536i_LEHeG61XeUpqitIvzEb8RVIM9nI6yDqy4f-sJZwgMFi,2020-12-18 19:52:16,2020-12-18 20:02:10,2020-12-18 20:02:11,NA,cc,cc,cb,robot,4,4,4,4,4,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,1,1,1,1,1,3,2,3,3,2,2,2,5,5,5,5,4,3,3,3,3,3,4,5,5,3,4,4,4,4,4,3,3,3,1,NA
BiZrNLI-NkInsnHtdRCS6ui13GBnk__6o80H-bBBVeq0iTO8bJAR2ZRb-ISWUAhs,2020-12-18 19:53:43,2020-12-18 21:01:02,2020-12-18 21:01:02,NA,cc,cc,gb,robot,3,2,2,3,2,2,2,2,3,4,2,3,2,2,3,2,3,3,2,2,3,3,4,3,3,4,3,4,2,4,2,4,1,5,5,5,3,2,5,4,4,7,4,3,2,6,4,1,1,1,2,1,4,3,4,1,NA
fGH_uw7YhCYKaIlGYGGEFA2jfy_CPOLZJzVGfQUPnS0Xv8vl19r1ljvOLyuHTIUH,2020-12-18 20:55:23,2020-12-28 09:15:09,2020-12-28 09:15:09,NA,cc,cc,cb,moral,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,1,1,1,2,2,2,2,2,2,2,1,2,4,3,4,3,4,3,3,3,1,NA
ZrWmev_37yIZgmLwh9LtrAxNqIk8oO15FShsNauksdxPULNlhTXUN-VRNQYbnVBN,2020-12-18 21:10:10,2020-12-18 21:15:31,2020-12-18 21:15:31,NA,gb,gb,cb,robot,2,2,2,2,3,2,3,2,3,2,4,2,4,3,4,4,5,4,4,3,3,3,3,-999,4,3,2,2,2,3,4,2,3,2,4,4,2,1,3,2,4,5,2,4,3,7,6,3,-999,-999,2,-999,4,2,2,1,NA
fubrmKua_lokKh-XjLS-2ZhZxYggOm76XExO32dprIxYP5KOAY_-koCxZXi7r548,2020-12-18 21:14:51,2020-12-18 21:23:19,2020-12-18 21:23:19,NA,cb,cb,cc,moral,3,3,2,3,3,2,2,4,4,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,-999,3,3,3,2,3,2,2,2,4,4,4,3,4,3,3,3,4,3,3,4,4,3,2,2,2,2,2,3,3,3,3,NA
GEwExAny62QLgJRIIPUbdKhG9DMhirUcfB5iA1utfH2sfEVMyh2ahbp0d_CzCcq9,2020-12-18 21:19:04,2020-12-18 21:26:39,2020-12-18 21:26:39,NA,cb,cb,cc,robot,2,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,2,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,1,1,NA
wBK2hFVP6jUnulrzA3J7Xp3nXu71jhwR6_GpEIBdaaNP8vhndUtwYcHmlfnjapk4,2020-12-18 21:25:04,2020-12-18 22:46:11,2020-12-18 22:46:11,NA,gb,gb,cc,moral,3,2,2,2,3,1,4,1,1,1,1,1,1,1,2,1,1,3,2,2,4,3,1,1,2,1,3,1,2,3,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,4,4,3,1,NA
vmatR0xLstIDOZx6Ob6UOje7xlTWcJX6Z28wRe3Rkt8jcWwE602WPIxJQTqx74yI,2020-12-18 21:51:25,2020-12-18 21:58:09,2020-12-18 21:58:09,NA,gb,gb,cb,moral,4,4,4,4,1,4,1,5,3,4,5,6,5,5,5,5,6,4,6,6,6,1,1,1,1,1,3,2,3,2,2,2,2,3,2,2,2,2,4,2,2,4,2,4,2,2,2,4,4,4,4,4,4,4,4,1,NA
PtUQm9ffeTMDC79P5-D576tXejEGSlK2M9M94u8qd7BUjcWsB1TiCcWprEmOdTCp,2020-12-18 21:58:00,2020-12-18 22:32:05,2020-12-18 22:32:05,NA,gb,gb,cc,moral,2,4,4,4,4,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,3,-999,1,3,-999,3,3,4,4,4,1,4,2,1,1,1,2,2,1,2,2,1,2,1,2,2,4,4,3,3,4,4,4,1,1,NA
ucsMSz9GuXG8TToKGRQNiqcBVmi9v6vRIq_FzPFzpXzo7W5HkrCu1vYDp51ugi4K,2020-12-18 22:03:03,2020-12-18 22:16:55,2020-12-18 22:16:55,NA,cc,cc,gb,moral,1,3,3,3,3,2,4,2,2,1,1,2,2,3,2,3,3,2,2,2,3,3,2,3,3,4,1,4,2,4,3,1,3,2,1,1,1,1,1,2,2,3,3,2,2,1,2,2,1,1,2,1,3,4,4,1,NA
qu0OapOmHwd6qcEqU34bJ76JGNvm6OhfOqBqnhcPP862OD1Kz0ct6gtINOpKc5KF,2020-12-18 22:28:49,2020-12-18 22:36:52,2020-12-18 22:36:52,NA,gb,gb,cc,moral,3,2,3,3,3,2,2,3,4,4,3,4,4,3,3,4,4,2,4,3,3,3,3,2,3,3,3,2,2,2,3,2,3,4,4,4,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,4,4,3,1,NA
vKWc4aTshV171NwwsVvABFpC_las9vPjGQ43IF8aBKZip7WQ0dpm1q0mARoCxQiB,2020-12-18 22:55:25,2020-12-18 23:14:36,2020-12-18 23:14:36,NA,gb,gb,cb,robot,3,3,2,4,1,2,2,1,1,1,1,1,2,3,4,4,4,4,4,3,3,2,-999,1,2,1,1,3,2,3,2,2,2,4,2,1,2,1,1,4,3,4,3,2,3,2,4,3,4,4,3,4,4,4,4,1,NA
2wK6e_czg-AQhzie5syeGwEbITTaOnQ9IMGZWjruhx9Emc91KT_vO1iWzR_okcfe,2020-12-18 23:59:22,2020-12-19 13:22:28,2020-12-19 13:22:28,NA,gb,gb,cc,robot,2,2,2,3,1,3,1,4,4,4,5,4,4,5,2,4,5,5,4,4,6,1,1,1,1,1,2,2,3,3,3,2,2,4,3,3,4,3,4,4,4,4,3,3,4,3,4,-999,-999,-999,-999,-999,4,4,4,1,NA
2f_cs-h8DABPHMvKiXB559Fd1OTBA_vYRfphwVFZRk8OyCh3nJYdNyayWNW2Ti6v,2020-12-19 00:49:21,2020-12-21 22:43:28,2020-12-21 22:43:28,NA,cb,cb,cc,moral,2,3,3,3,3,2,3,3,3,2,2,4,2,1,3,4,4,4,3,3,4,4,3,4,3,4,2,2,3,3,3,2,3,3,3,3,2,3,2,3,3,4,4,4,3,3,4,-999,-999,-999,-999,-999,3,4,2,1,NA
jzyjLtGQEyuFnDgmjQP5Y4BPYVCSZzI98WT1x_d8PtOM6If5ihA9dwwbD39vxCs0,2020-12-19 03:32:41,2020-12-19 03:41:27,2020-12-19 03:41:27,NA,gb,gb,cb,moral,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,2,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,1,NA
Jj9xF4QykBfkU65V4lBLdRSYlvSAVveEV71GSMAUr4XHHxx3iN3bzu_Jh20V0SVy,2020-12-19 08:27:04,2020-12-19 08:32:15,2020-12-19 08:32:15,NA,gb,gb,cb,robot,2,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,4,3,4,3,4,2,2,1,2,1,2,3,1,2,2,1,1,3,3,4,2,2,2,3,3,4,2,3,2,4,4,2,1,4,1,3,1,1,2,1,NA
GhuR-oq6Gu4n5m7OrfbM6y8Qjqven4KfSW3I6eFcnPelN7MCd58ouIyPGbyzqvRt,2020-12-19 09:58:47,2020-12-19 10:20:33,2020-12-19 10:20:34,NA,gb,gb,cc,robot,2,3,2,3,3,2,3,2,2,2,2,3,2,2,2,3,3,3,3,3,2,2,1,1,2,1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,-999,-999,-999,-999,-999,4,4,2,1,NA
D-B69PBnt3N3MCSaVpeuAs24qziE_pbV3Jgs1EzV64rVHjK5O3to5IeTF6DF6-Ar,2020-12-19 10:24:00,2020-12-19 10:41:37,2020-12-19 10:41:37,NA,gb,gb,cb,moral,2,1,3,1,1,1,3,3,2,2,2,3,2,4,4,3,4,2,3,4,3,3,3,-999,3,-999,2,1,4,3,3,2,4,2,2,2,2,3,2,2,4,2,2,3,3,3,3,2,2,1,2,2,3,4,3,1,NA
GyM5DTcYJAYTsrWL_UgItE2KiXQfE93I4p-yEDIzFB6Artdb-EsDNxyDgeCbKCsP,2020-12-19 13:05:30,2020-12-19 13:08:44,2020-12-19 13:08:45,NA,gb,gb,cb,robot,2,3,3,3,3,2,2,4,5,5,5,3,6,4,5,5,5,6,4,5,5,3,2,2,3,3,2,3,2,3,3,2,3,5,4,5,4,5,5,5,4,3,5,4,5,4,5,3,3,2,3,3,3,3,3,1,NA
B2KxTs9QHXjjg3OtZD0PL7EF4zqS_PGOgJYM5xe7rU1oKCJBjjBT2THDsC_BBj2-,2020-12-19 15:03:54,2020-12-19 15:08:40,2020-12-19 15:08:40,NA,cb,cb,cc,moral,3,3,4,4,3,4,4,5,5,3,4,3,5,5,3,5,5,5,5,3,4,4,3,4,3,3,3,3,3,4,4,3,3,3,3,4,3,4,3,5,4,5,5,4,3,4,4,3,4,4,3,3,4,3,4,1,NA
G-qSxdwZ_53RYvEcRBULDB1pmiUvDjAsyLdmdgPBPP0MD7tGiPQ4youyT9u3NawC,2020-12-19 16:28:52,2020-12-19 16:30:43,2020-12-19 16:30:43,NA,cb,cb,cc,robot,3,2,2,2,3,3,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,1,4,3,4,2,3,3,2,2,1,2,3,3,3,2,2,5,2,2,2,3,3,3,2,3,3,2,3,2,3,3,3,3,3,1,NA
vOTZlb5BZtmUZyAeXz65p9rSUfZlY_RxKt_YQ2ZyKbgE_WQoqT6RsO5dXWL6t3UO,2020-12-19 19:59:32,2020-12-19 20:04:32,2020-12-19 20:04:32,NA,gb,gb,cb,robot,3,3,4,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,3,2,3,3,3,2,2,3,2,3,3,3,4,2,4,2,2,2,1,2,1,2,1,2,2,2,2,2,2,3,3,3,2,3,2,2,3,1,NA
mZWuVPhoOd7IVZFQYFh9W6lxbl1pknthyHLpWJ7hpeVQBcPWDpT7WgBzVUv2juWi,2020-12-19 21:24:28,2020-12-19 21:31:16,2020-12-19 21:31:16,NA,cc,cc,gb,robot,1,2,2,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,2,1,NA
Rc1wtP3D4TWgI-lIH8zqaYQFmZUQxn9tod2tct93jlgwH0UsM7_Aqcfe8-LIOVME,2020-12-19 21:46:03,2020-12-19 22:20:33,2020-12-19 22:20:33,NA,cb,cb,gb,robot,2,2,3,2,2,2,3,2,3,3,3,4,5,3,3,4,3,3,3,4,3,3,3,3,2,2,3,2,3,2,3,3,3,3,4,3,4,5,4,2,4,3,3,4,3,4,5,2,3,2,3,3,3,3,3,1,NA
KOOeYWRZz1Cgc94k2meaDX4BT7PJdox8WXnUnRp1d3mRZgRsx-JmXz7PnUHH1wTx,2020-12-19 21:57:43,2020-12-19 22:16:03,2020-12-19 22:16:04,NA,cc,cc,cb,moral,1,2,1,2,1,1,4,6,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,2,3,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,4,4,4,3,1,NA
v_bD9TKPeKZqTzZbcmv6NpjMI2bp0a9bkE7lFhCywiIDzPy-wA4n_I4ANAhzkJ1F,2020-12-20 05:53:37,2020-12-20 06:04:46,2020-12-20 06:04:46,NA,cb,cb,gb,robot,2,3,3,4,2,2,3,3,2,2,2,2,2,3,3,2,3,3,2,2,3,4,4,4,3,3,3,2,3,2,3,2,3,1,2,1,1,2,1,3,3,2,2,2,2,2,2,4,4,3,3,3,4,4,4,1,NA
psZCicGOxdCNU4G9pShk5deIg9iuOIaKscqlG4xJm_8ihKaRxxkff9Ghp-grAVY7,2020-12-20 13:05:25,2020-12-20 13:30:10,2020-12-20 13:30:11,NA,gb,gb,cb,moral,2,3,3,3,2,2,2,3,4,4,3,3,4,4,4,4,4,3,3,4,3,1,1,1,1,-999,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,3,3,4,4,4,1,NA
lyqpi5hP0WeoZkxDHjkXtextRlucyqcG4_zNgXhRPyzLUaGFGnocf1etR2E41HNC,2020-12-20 13:58:25,2020-12-20 14:01:47,2020-12-20 14:01:47,NA,gb,gb,cb,moral,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,NA
0lut_BLzrutGmcUeem2wPfrHLAihqNxKlcHnlcaPW_i_X4FvCZXbnq8fPDAVQSpy,2020-12-20 18:04:37,2020-12-20 18:07:54,2020-12-20 18:07:54,NA,cc,cc,cb,moral,2,2,3,3,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,-999,3,-999,3,3,3,2,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,NA
TsUHF2wQpWcBIwObvtsOfgqhgU8iyRRK1CYwmRSZswdxzgYmQiUhhKmyDeLVVE9H,2020-12-20 21:43:47,2020-12-20 21:44:55,2020-12-20 21:44:55,NA,cb,cb,gb,moral,3,2,2,1,4,3,3,5,6,4,5,4,3,4,4,4,5,6,5,5,3,3,3,2,3,2,2,2,3,2,3,3,3,4,3,4,4,3,4,4,2,5,4,4,3,5,3,3,3,2,4,2,3,2,2,1,NA
