session,created,modified,ended,expired,treat,treat1,treat2,first_topic,abs1_tsm_1,abs1_tsm_2,abs1_tsm_3,abs1_tsm_4,abs1_tsc_1,abs1_tsc_2,abs1_tsc_3,abs1_tru_exp_1,abs1_tru_exp_2,abs1_tru_exp_3,abs1_tru_exp_4,abs1_tru_exp_5,abs1_tru_exp_6,abs1_tru_int_1,abs1_tru_int_2,abs1_tru_int_3,abs1_tru_int_4,abs1_tru_ben_1,abs1_tru_ben_2,abs1_tru_ben_3,abs1_tru_ben_4,abs1_tch_1,abs1_tch_2,abs1_tch_3,abs1_tch_4,abs1_tch_5,abs2_tsm_1,abs2_tsm_2,abs2_tsm_3,abs2_tsm_4,abs2_tsc_1,abs2_tsc_2,abs2_tsc_3,abs2_tru_exp_1,abs2_tru_exp_2,abs2_tru_exp_3,abs2_tru_exp_4,abs2_tru_exp_5,abs2_tru_exp_6,abs2_tru_int_1,abs2_tru_int_2,abs2_tru_int_3,abs2_tru_int_4,abs2_tru_ben_1,abs2_tru_ben_2,abs2_tru_ben_3,abs2_tru_ben_4,abs2_tch_1,abs2_tch_2,abs2_tch_3,abs2_tch_4,abs2_tch_5,tsm_1,tsm_2,tsm_3,country,country_oth
FkeeNzERrW72e4aZC26-TjJtqDZgGkcZERRyvKAfl5ZgCZ1lKg9SS0ido6Nr2dWz,2020-12-26 11:00:02,2020-12-26 11:08:46,2020-12-26 11:08:46,NA,cb,cb,cc,moral,3,4,3,3,3,1,4,3,2,3,2,2,3,2,2,2,2,2,2,3,2,4,4,4,4,4,3,4,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,1,2,2,4,4,4,1,NA
KnmjRNX8JDL9t2oIEDqwQ1zUh26BICIpOIKnsOf3rLbaDuKAJD1CW4pZ1r0HN4AG,2020-12-26 11:06:10,2020-12-26 11:11:51,2020-12-26 11:11:52,NA,cb,cb,gb,moral,2,3,1,2,3,1,2,1,4,2,2,4,2,2,4,4,3,3,5,2,4,4,4,4,3,3,3,2,3,4,2,2,2,4,4,2,4,4,4,2,2,4,4,4,4,4,2,2,2,1,2,1,3,3,3,1,NA
MO7MDrYo4X5C4pEGj9BfYSZJKjKKkVXQooL51fOS8XrECnKYBu3m7p7f_jJnAP8W,2020-12-26 11:44:40,2020-12-26 11:50:06,2020-12-26 11:50:06,NA,cb,cb,gb,moral,2,3,2,3,2,3,2,2,2,1,2,2,2,2,2,3,3,2,3,3,3,3,3,4,3,4,2,3,3,3,1,4,1,5,2,3,4,2,2,3,4,5,3,5,5,4,5,1,1,1,1,1,4,4,4,2,NA
5FIxXbAQiiorTJM6T2ACd6eW8NErjp-CphfbdF4OP2sM1jz_Ml_Jdbh0epWqMvfz,2020-12-26 11:47:41,2020-12-26 11:52:34,2020-12-26 11:52:34,NA,cc,cc,gb,moral,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,NA
Y5zvxyFwdvAQNpz52b3kPT-7pGad-Qc5OSxp73yi8amIpZ3rgwUu134tOSF8BP05,2020-12-27 08:50:49,2020-12-27 09:11:29,2020-12-27 09:11:29,NA,gb,gb,cc,robot,3,2,2,2,3,2,2,2,4,4,4,5,2,3,2,5,3,2,4,2,5,1,3,2,2,2,2,2,2,3,1,2,3,2,4,6,2,3,7,5,4,4,6,3,4,4,5,1,2,3,2,2,3,2,2,1,NA
RE9vKNTkx-eqq3CPMU41vsSLoJfi0UBKdn0tuAA1HyTnDwaSbR1gs3ySSp5FUgzE,2020-12-27 17:47:29,2020-12-27 17:54:23,2020-12-27 17:54:23,NA,gb,gb,cb,robot,2,1,2,2,3,2,3,1,1,1,1,1,1,1,1,4,4,4,1,1,1,3,-999,3,3,-999,1,4,1,2,3,1,3,1,1,1,1,1,1,1,1,4,2,1,1,1,4,4,4,4,4,4,4,3,4,1,NA
9-n__gpjcwh3Zq-Q7rKoelNJtJuaOwuZIYcrT_3EIPw4U97OtDPAExm5DDvUD8Er,2020-12-28 03:20:03,2020-12-28 03:27:27,2020-12-28 03:27:28,NA,gb,gb,cc,moral,2,3,2,3,2,3,2,3,4,2,2,4,4,4,2,3,4,3,3,4,3,1,1,1,1,1,2,2,3,2,3,2,3,4,4,3,2,3,3,4,3,3,4,4,3,3,4,2,-999,-999,-999,-999,4,4,3,1,NA
VCThLg7qrwl-f2xmdOjqxJDpuo-Ss6CGQTolERe5guemnFmteSEuse9AIpeo02VS,2020-12-28 07:44:44,2020-12-28 07:56:22,2020-12-28 07:56:22,NA,cc,cc,cb,moral,3,2,3,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,3,2,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,4,4,1,1,NA
HYYVxlcW41GHks3m8FHEVs48Zz_4CavgcordwKSoO5PaQABm_nAYQlaleym6frWL,2020-12-28 13:11:58,2020-12-28 13:20:29,2020-12-28 13:20:29,NA,gb,gb,cc,moral,1,3,4,2,2,2,2,1,2,2,2,2,2,6,2,4,3,4,4,1,3,3,1,1,1,1,1,3,2,2,3,2,3,3,2,3,4,3,1,5,4,3,4,6,6,6,6,-999,-999,3,-999,-999,4,4,1,1,NA
0NgR0NZnC32wtzDIxpGC1-T16UdxRP8PG2eVmujkefwd5VDym6UQOfJFQ0DofHSW,2020-12-28 19:48:26,2020-12-28 20:19:03,2020-12-28 20:19:03,NA,gb,gb,cc,moral,3,3,3,2,3,2,3,1,1,1,2,2,3,1,1,1,1,1,1,3,1,2,1,1,2,1,2,3,3,3,2,3,2,1,1,1,1,3,2,1,1,2,2,2,4,4,1,2,1,2,3,2,4,4,1,1,NA
zgO5EtGghQ3v99iH19ihpmFs-icEJ_BpLNEG8GGwQGxSAK2rrbN6HxyYkPbccuXV,2020-12-29 10:30:44,2020-12-29 10:48:05,2020-12-29 10:48:06,NA,gb,gb,cc,robot,2,3,3,4,2,1,3,6,3,5,3,5,5,3,4,4,3,4,4,4,3,-999,-999,1,-999,1,2,2,1,2,2,2,3,5,2,3,3,5,3,3,5,4,3,2,5,2,3,-999,-999,-999,-999,-999,2,4,3,3,NA
e-vAn3orfSMgBZ9pXUAbVkBN6N_wKAXqvxq0nEz64DL6V4OL1Df-bKUYK-h7J1oR,2020-12-29 13:42:13,2020-12-29 13:54:12,2020-12-29 13:54:13,NA,cc,cc,gb,robot,2,2,2,3,2,3,2,3,3,3,4,3,3,3,3,3,3,3,4,4,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,2,NA
miQU7siUrQxbYi-YlnuT96tB2BV44I6IBkHfguvY1ngYE1kAemHOzuWaGgWNX4CV,2020-12-29 14:07:41,2020-12-29 14:14:40,2020-12-29 14:14:40,NA,cb,cb,cc,moral,2,1,3,2,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,3,4,1,4,2,3,2,3,2,2,2,1,2,2,2,2,1,4,3,3,5,3,2,4,3,-999,-999,-999,3,4,2,1,NA
Gh10YLw0NwoS8yka-M-Fgst4uKmNmCDC7FA7dhxRHJfxltEdChu4S1aqANSk0Nl2,2020-12-29 14:08:27,2020-12-29 14:12:57,2020-12-29 14:12:57,NA,gb,gb,cb,moral,1,2,2,1,1,1,1,5,5,7,7,4,7,7,7,7,7,5,5,4,5,3,3,3,2,3,2,1,1,3,1,1,2,5,6,6,7,7,5,6,4,5,5,6,5,5,5,1,2,3,1,1,1,1,1,1,NA
ThR0MCZ94R0RLRSTdToTB42MMkOntGsva5yHmHo9JgLdXLbqKE5e2HCLGZS8G0vW,2020-12-29 14:11:40,2020-12-29 16:25:17,2020-12-29 16:25:17,NA,gb,gb,cb,robot,2,3,3,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,4,4,3,2,4,2,4,2,2,2,2,3,2,3,2,3,2,3,3,2,3,3,3,3,3,4,4,3,4,4,2,1,NA
B_btbF7vPOeP4jHapc7O0ppWlkGou1eLpbZQ86JVMhEGK7taLGzBarcwwdqKUqF3,2020-12-29 14:13:36,2020-12-29 14:20:27,2020-12-29 14:20:28,NA,gb,gb,cc,robot,3,2,2,2,2,2,3,3,1,1,3,3,3,5,4,4,5,4,4,5,4,1,4,3,1,3,3,3,2,4,3,2,2,4,3,2,1,5,5,4,5,5,4,6,5,2,5,2,3,3,3,3,2,3,1,1,NA
DPjOEbk2NkyTQ8OcwpMmAZ0xtqd2OLJKnnLVOlgYUKrK5CqT0bw4FpFVmD5qU0jj,2020-12-29 14:16:11,2020-12-29 14:26:02,2020-12-29 14:26:02,NA,cc,cc,gb,moral,2,3,4,4,2,3,1,2,1,1,2,2,1,5,1,3,3,2,1,1,1,3,1,-999,4,-999,4,4,1,4,3,3,4,6,4,1,1,1,6,2,1,2,2,2,1,1,1,4,-999,1,1,-999,4,3,4,1,NA
lcbLzTBwADrewStU--qGc01WEvyL2YwYgp-kxA2hoTmE2VSe2iGt2M4B3lAmig7e,2020-12-29 14:19:16,2020-12-29 14:23:31,2020-12-29 14:23:32,NA,cc,cc,gb,robot,3,2,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,4,2,3,4,-999,-999,-999,4,4,2,3,3,3,3,3,3,1,2,4,3,1,3,2,3,4,3,3,3,3,3,-999,-999,-999,-999,-999,4,4,3,1,NA
JES_K5_mkV2hR2ndYBik6O_zinVbVHWNzkCxlPU7QiI28kUwBS2fWWqUmtUOm1Zp,2020-12-29 14:21:36,2020-12-29 14:25:27,2020-12-29 14:25:27,NA,cc,cc,cb,robot,3,2,2,2,2,2,2,4,5,6,3,5,4,6,4,4,4,4,2,5,6,3,3,3,2,3,3,3,2,3,2,2,2,5,4,4,5,3,2,3,5,4,4,3,3,6,4,2,3,2,2,2,3,2,3,1,NA
L2kagd5ZCt8kBUyexb1U7xJe92VG_fUixwIxzUw9kMLUeYxMB3Z7l2FmTIMkGwpS,2020-12-29 14:25:09,2020-12-29 14:38:36,2020-12-29 14:38:36,NA,cb,cb,cc,moral,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,NA
rsLtA6cHpnGe8L-b5Iqx8LP76PeVwUJGd4NLeqKQNATUlHoKvHKyEtJdLspTfstv,2020-12-29 14:31:18,2020-12-29 14:47:16,2020-12-29 14:47:17,NA,cc,cc,gb,moral,4,3,4,4,4,1,4,2,2,2,1,2,4,3,4,4,2,3,4,2,4,4,4,3,4,4,3,2,1,3,4,1,4,3,2,2,2,2,2,3,3,4,3,4,3,3,3,3,1,1,4,1,3,1,2,1,NA
qrUF4F56YdnS75XYYWvxxuQfFJtWIQDBpJ-zKIiXSYQmznijTpQqquSaRJ6UwR_4,2020-12-29 14:32:18,2020-12-29 14:38:36,2020-12-29 14:38:36,NA,cc,cc,gb,moral,2,4,3,3,3,2,3,3,2,3,2,2,2,4,4,3,3,4,3,3,4,-999,-999,-999,-999,-999,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,4,3,2,1,NA
SqV8zs0IsbOL1wNcq-qmsECfQhoeaa72m1ObQlAljWMhlXg3k8x-nVkulu1Kj0a5,2020-12-29 14:37:02,2020-12-29 14:46:35,2020-12-29 14:46:36,NA,cc,cc,cb,robot,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,3,1,NA
PryKrl2M5VKGjCyUBhrt5jIRTibA75ItRNfxIjOXicSLBd8VQX66kk2PorCMTx4z,2020-12-29 14:50:04,2020-12-29 14:57:23,2020-12-29 14:57:24,NA,cc,cc,gb,moral,3,3,2,3,2,2,3,2,2,4,3,2,3,4,2,3,2,4,4,2,2,4,3,4,3,-999,3,4,2,3,4,3,3,2,3,1,1,1,2,2,1,4,1,1,1,1,1,3,4,4,4,4,2,3,2,1,NA
vKL7IJFUsRukipFbagi_E6JuBnoPTLSDPdATL_STmaJqBwny1mL5IlCvQvEv-uvb,2020-12-29 14:51:04,2020-12-29 15:21:56,2020-12-29 15:21:56,NA,cb,cb,gb,moral,3,2,2,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,4,4,4,2,3,3,3,3,3,2,3,3,2,3,2,3,3,5,3,4,5,3,3,4,4,4,4,4,3,3,3,2,2,2,2,2,2,1,NA
Kw4Yq4yGo_vrGg0sTP5yQQ3TGpJEe2v2AQCi4pTW1hqrGb6F9-l3tZwdm8C5EUy6,2020-12-29 14:53:29,2020-12-29 14:59:44,2020-12-29 14:59:44,NA,cc,cc,cb,moral,2,4,4,4,4,1,4,2,3,2,3,3,3,2,3,3,2,3,2,2,2,-999,-999,-999,-999,-999,3,3,3,2,2,3,3,3,4,4,4,3,5,4,4,4,3,4,3,4,4,-999,-999,-999,-999,-999,4,4,3,1,NA
UJysojjbCp74cD4o4oSPhy8toLguvcOkXS5BciXCd3DE6rv0usIWWasl7GkkDcAG,2020-12-29 15:05:05,2020-12-29 15:08:03,2020-12-29 15:08:03,NA,cb,cb,gb,moral,2,2,3,3,3,3,3,4,4,5,2,4,4,2,4,4,2,4,5,5,2,3,3,2,3,3,2,2,2,2,3,2,3,3,4,3,4,4,5,4,4,5,3,4,2,4,2,2,2,3,2,3,3,2,3,1,NA
hmD6wDr1SwZguu1nyVRlccMFjwJf2EIUALvpoTr1JOX3Y2qbpaWfnLImllhPxizn,2020-12-29 15:05:32,2020-12-29 15:17:44,2020-12-29 15:17:44,NA,cb,cb,gb,robot,3,3,4,4,4,3,3,2,1,1,3,2,2,2,2,2,4,4,3,2,3,3,-999,3,3,3,3,4,2,3,3,4,3,2,1,1,1,1,1,3,1,3,4,4,4,1,2,4,-999,-999,3,4,3,3,3,1,NA
43jg_vvjXXv8p6NbtxyBfaWZVVtl205YaU6ZHl7kvGiBzHkVLpnrbhkUkXnObS7c,2020-12-29 15:14:52,2020-12-29 15:25:07,2020-12-29 15:25:07,NA,cb,cb,cc,moral,3,2,3,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,2,2,3,3,2,3,2,3,2,3,2,2,2,3,2,2,3,3,3,3,3,3,3,2,1,NA
7xHBa_g318jtkCHRyTTt0ghIYg-hg6d8kKm3NQQ_WEKKhu4mflTd8m5x5uaTS4iX,2020-12-29 15:18:34,2020-12-29 15:27:22,2020-12-29 15:27:22,NA,gb,gb,cc,robot,3,2,3,2,2,3,3,2,3,2,3,2,2,2,3,3,3,2,2,3,3,3,4,3,4,4,2,3,2,2,2,3,3,2,2,3,2,3,2,3,1,3,3,1,2,2,3,3,3,2,4,4,2,3,2,1,NA
AUeaYF_QtFlUmHpI3AT98aBlSpHUwRwFCwxEZ2BtwBFPfdjC1Rd-QFUKlgw87JSa,2020-12-29 15:19:25,2020-12-29 15:22:57,2020-12-29 15:22:57,NA,cc,cc,gb,moral,2,2,2,2,2,2,4,4,1,4,6,1,4,6,6,3,1,2,3,1,5,3,3,3,3,3,3,2,2,2,3,4,4,2,1,1,1,1,1,1,2,4,1,2,4,2,3,3,2,-999,3,3,3,4,3,1,NA
-oH790gtwbvmlcRN6SFF68MoJYlyFSph3ZCAWjb0XLOhnAd-ujXN5pvHrwNLIsao,2020-12-29 15:29:17,2020-12-29 15:38:09,2020-12-29 15:38:09,NA,gb,gb,cc,moral,3,2,2,3,4,3,2,4,4,4,5,7,6,4,4,4,4,5,5,5,5,2,2,-999,1,-999,3,3,3,2,3,2,1,4,5,7,6,5,6,5,5,4,4,7,6,6,5,2,2,2,2,2,3,4,2,1,NA
rnArUib0_UXOuNSo__XXVPRyb4Hn0T-GjiZF-ZGIHeEQmNf5MF6M9vq70Khs43MA,2020-12-29 15:42:21,2020-12-29 15:50:58,2020-12-29 15:50:58,NA,cc,cc,gb,robot,3,4,2,3,4,1,4,1,1,3,3,4,4,3,4,3,4,4,4,3,3,4,4,2,3,3,2,3,3,3,3,2,4,4,1,2,3,4,1,3,2,3,1,3,3,2,1,3,1,1,4,1,4,3,3,1,NA
oVK3D8PCkGP85piwVUyE8g5rhoy6qop8VCpgZYdy_gfVzpXoiVLeEZ9Zh7GHGMPv,2020-12-29 15:59:15,2020-12-29 16:01:00,2020-12-29 16:01:00,NA,cc,cc,gb,robot,3,3,3,3,3,3,3,4,4,4,5,4,5,4,5,4,4,5,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,4,5,6,6,4,5,4,4,4,5,3,3,3,3,3,3,3,3,1,NA
V30fg0oq38n-ymrmokApW6sUT5k6l1M1BjCUjLdlohLhGoi-mLy5cD5SW9Hi8dMD,2020-12-29 16:11:55,2020-12-29 16:15:53,2020-12-29 16:15:53,NA,gb,gb,cc,robot,4,4,4,4,3,4,4,2,2,2,1,2,1,3,3,2,2,2,3,3,1,3,4,4,4,4,3,3,4,4,3,2,3,2,2,1,2,2,2,3,2,3,2,2,2,2,3,4,4,4,4,4,4,3,3,1,NA
syZnvLDPhm2CM_fmZnMTwhbe3FTMcUndwe0z0nW1rcXnXBQ7W3cZvHJzUrKkO441,2020-12-29 16:15:21,2020-12-29 16:26:21,2020-12-29 16:26:21,NA,gb,gb,cb,robot,3,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-999,-999,-999,-999,-999,2,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,4,3,3,2,1,NA
RyZaGR9LYuKxGQEzrNnYt89oSxye5W5l7LUnQ8MoCU7zCG-Y8GmNKFTyBxDVV8Al,2020-12-29 16:48:55,2020-12-29 16:57:02,2020-12-29 16:57:02,NA,gb,gb,cb,moral,4,3,1,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,-999,-999,2,-999,3,3,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,3,3,3,3,3,4,1,1,NA
-huOfYx3E11IqN5_a8Hr4pXoGwJfPD3UDA2H2CXqv4R16S7SLqZuzmkUZFHp5cfJ,2020-12-29 17:28:18,2020-12-29 17:34:32,2020-12-29 17:34:33,NA,gb,gb,cb,robot,4,3,2,4,4,3,2,3,4,3,1,4,3,6,4,5,1,3,2,2,3,4,4,4,-999,3,3,3,2,2,3,3,1,4,6,1,1,2,1,4,4,5,5,3,6,4,3,4,4,-999,4,4,4,4,3,1,NA
YLL4Z4lq6sHhhAxUbrDLnHEXelAcWHT0rnoLszG9hmkaPg2LE-3szYaVh407Konx,2020-12-29 17:46:26,2020-12-29 17:51:59,2020-12-29 17:51:59,NA,cc,cc,cb,robot,3,3,2,2,2,3,2,5,5,4,5,5,4,5,4,4,5,4,5,4,5,-999,3,4,3,4,3,3,2,3,3,2,3,4,4,3,3,3,3,4,3,3,3,3,4,3,4,4,3,4,3,4,3,3,3,1,NA
aMoy5ciORJP177pi_BXmpfyeAxUF_k_lZZY3vrHu39prnI1CT20UX6uVOPlR0qL6,2020-12-29 18:05:59,2020-12-29 18:11:46,2020-12-29 18:11:46,NA,cb,cb,gb,robot,3,2,3,3,2,3,2,2,3,4,1,4,3,4,4,7,4,4,2,4,1,-999,4,-999,4,-999,2,1,4,1,4,1,4,1,1,1,1,1,2,1,1,3,2,1,1,1,3,-999,4,-999,4,3,4,3,1,1,NA
t-HrKJBK-ux9RAofRiD7BlqGW0HfB8XQHPs9J_kXjpcX948XhX-k2QKwVSxJeOlF,2020-12-29 18:44:14,2020-12-29 18:49:54,2020-12-29 18:49:54,NA,cc,cc,cb,robot,3,4,4,4,3,3,3,3,3,2,2,2,3,2,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,4,3,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,4,4,4,4,4,3,4,3,1,NA
yviGGGFRUwTS30NKB73jVbt-Rjo79j7lwi0iqnj3Rz18qw0eE_HXf7EteooPuzCk,2020-12-29 19:34:21,2020-12-29 19:43:12,2020-12-29 19:43:12,NA,cb,cb,gb,moral,2,2,2,2,3,1,3,1,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3,3,3,3,4,3,3,3,3,3,2,1,1,2,1,3,3,3,1,NA
5gI_RH5lHnsmYxWoda5GymXzpmo-P3AVuXou4A470ebaB8CbrG7aDdZ7IkDqQ0CK,2020-12-29 19:55:18,2020-12-29 20:01:11,2020-12-29 20:01:12,NA,cb,cb,cc,robot,1,1,1,1,1,4,1,7,7,7,7,7,7,7,7,7,6,6,7,6,6,1,3,1,2,2,4,2,4,2,3,1,4,2,2,2,2,2,2,3,2,2,3,3,3,2,3,3,4,-999,3,-999,3,3,3,1,NA
_fyDn-juXKjwWXBI9VVRJAfEagCXUITFtUXWtfbU0OcxGXySuTC12LaXanXJlRKt,2020-12-29 20:41:17,2020-12-29 20:48:02,2020-12-29 20:48:02,NA,gb,gb,cb,robot,3,3,4,3,3,4,2,3,4,5,5,4,5,4,5,6,4,4,3,5,4,4,3,4,4,3,3,4,2,3,4,4,4,3,4,2,1,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,1,NA
6-MnINXkELP5sYvo6U92sL9qQMsCeRdJcGq5D5_Mjz9TGoSJQR1xsRGcQPmrDdGl,2020-12-29 22:01:54,2020-12-29 22:08:20,2020-12-29 22:08:20,NA,gb,gb,cb,robot,3,3,3,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,1,1,1,3,3,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,NA
Yr5KuqXzXlD2U6XHP4i5x0b1a2AS_0vHBthLTlkOQIG30QljkS2ZvQOht-My8Vla,2020-12-29 22:47:38,2020-12-29 22:57:03,2020-12-29 22:57:03,NA,gb,gb,cc,moral,2,2,2,2,2,2,2,4,4,1,1,5,4,4,3,4,4,4,4,4,4,-999,2,-999,-999,4,2,2,2,2,2,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-999,1,2,2,3,2,2,NA
dtCnLJXbupabFWM0Yx-rTrIVaCJQ7Egqt62rlCOqcXQ7jD1AhYm81dAunAXKxlL5,2020-12-30 00:10:47,2020-12-30 00:14:06,2020-12-30 00:14:07,NA,gb,gb,cc,robot,2,4,2,3,1,3,1,6,4,4,4,4,4,4,4,4,4,2,4,4,6,1,4,3,2,2,1,2,3,2,3,2,2,2,3,3,3,3,1,3,3,4,3,3,2,3,4,4,4,4,4,4,3,3,2,1,NA
HKjkwt3t0W6HV3p8dMFFbavzi1nUEP6d7vjPSImKKSdzQbY3XAThet9BbryjktCL,2020-12-30 00:11:00,2020-12-30 00:20:02,2020-12-30 00:20:02,NA,cb,cb,cc,robot,3,3,3,3,2,3,2,5,5,4,5,4,4,5,4,4,4,5,5,5,4,3,3,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,1,NA
z9OABY3qEymdzCP3RG53ffuWhElWBWLk1R9fs5u_W--HWdxi9B9rGbV3Nf6e9qV9,2020-12-30 01:34:52,2020-12-30 01:41:54,2020-12-30 01:41:54,NA,cb,cb,gb,moral,2,3,2,2,3,2,2,5,4,3,5,5,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,2,3,2,1,NA
81U9kH9GL4dcoSqTIbLy8X4rgDaQ_b8YEMNFeYT2k9MbX8CuVL0xssX3pQj1yHxN,2020-12-30 04:28:25,2020-12-30 04:31:01,2020-12-30 04:31:01,NA,cb,cb,gb,robot,2,3,3,2,2,2,2,3,4,5,4,4,4,3,4,5,5,4,4,4,5,-999,-999,-999,-999,-999,3,3,3,3,3,3,3,4,5,4,3,4,4,2,5,4,3,3,4,6,4,-999,-999,-999,-999,-999,3,3,2,1,NA
G83szJjOvzCdey1RNWx4xDfOkxQBWAssCkTxdtC0NU-nnh0_BqkZykHAG1ucjZoD,2020-12-30 19:50:04,2020-12-30 20:04:58,2020-12-30 20:04:59,NA,cc,cc,cb,moral,3,2,3,4,1,2,2,3,2,2,3,3,3,2,3,4,3,2,1,3,3,3,3,4,3,4,2,3,3,3,3,3,2,3,2,2,1,2,3,4,5,3,4,3,4,4,3,3,3,2,2,3,3,3,2,1,NA
7UpN579IRqKX8T8w9UXKK0MfZQzOYfMdt6Vl-CEyCHBP9TlaZ6Cn3ZLfFGHjb_tA,2020-12-31 12:33:03,2020-12-31 12:37:46,2020-12-31 12:37:46,NA,cb,cb,gb,robot,3,3,2,3,2,2,2,6,5,6,5,6,6,5,5,3,5,6,6,5,5,1,-999,2,3,3,2,2,4,3,2,3,3,6,6,6,6,6,6,6,5,5,6,6,6,6,6,3,3,2,3,3,4,3,3,1,NA
