session,created,modified,ended,expired,treat,treat1,treat2,first_topic,abs1_tsm_1,abs1_tsm_2,abs1_tsm_3,abs1_tsm_4,abs1_tsc_1,abs1_tsc_2,abs1_tsc_3,abs1_tru_exp_1,abs1_tru_exp_2,abs1_tru_exp_3,abs1_tru_exp_4,abs1_tru_exp_5,abs1_tru_exp_6,abs1_tru_int_1,abs1_tru_int_2,abs1_tru_int_3,abs1_tru_int_4,abs1_tru_ben_1,abs1_tru_ben_2,abs1_tru_ben_3,abs1_tru_ben_4,abs1_tch_1,abs1_tch_2,abs1_tch_3,abs1_tch_4,abs1_tch_5,abs2_tsm_1,abs2_tsm_2,abs2_tsm_3,abs2_tsm_4,abs2_tsc_1,abs2_tsc_2,abs2_tsc_3,abs2_tru_exp_1,abs2_tru_exp_2,abs2_tru_exp_3,abs2_tru_exp_4,abs2_tru_exp_5,abs2_tru_exp_6,abs2_tru_int_1,abs2_tru_int_2,abs2_tru_int_3,abs2_tru_int_4,abs2_tru_ben_1,abs2_tru_ben_2,abs2_tru_ben_3,abs2_tru_ben_4,abs2_tch_1,abs2_tch_2,abs2_tch_3,abs2_tch_4,abs2_tch_5,tsm_1,tsm_2,tsm_3,country,country_oth
mVqW-_d30GZyGDkuGxCGYKx9K46bRX1WTapoeOvwTexty0VkFujr6Br3xEHacj0W,2020-12-31 12:34:04,2020-12-31 12:47:16,2020-12-31 12:47:16,NA,cb,cb,gb,moral,2,3,2,3,4,1,4,3,4,3,2,4,3,2,2,3,2,2,2,2,5,2,4,3,4,4,2,4,1,4,3,2,3,3,3,3,3,3,2,2,2,3,2,3,3,2,3,1,1,1,1,1,3,4,1,1,NA
-HInCKwJDsLRCtTjMsr0rqH_amdsZ5kARlpZ2if0WGNaisUj4TXj-erMqwK3hWRM,2020-12-31 12:44:33,2020-12-31 12:54:04,2020-12-31 12:54:04,NA,cc,cc,gb,moral,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,2,3,3,2,2,3,6,6,6,6,6,6,6,6,5,5,6,5,6,6,2,2,2,2,2,4,4,1,1,NA
bpevfj9aYvl0QyK_jdw0B46v8ubj38UUwwLlEncnTJ_O36r3vaRZKqWM6vQCc0-3,2020-12-31 12:54:37,2020-12-31 12:59:29,2020-12-31 12:59:29,NA,cb,cb,gb,robot,3,4,2,3,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999,4,-999,4,4,3,1,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999,-999,-999,4,4,2,2,2,2,NA
S-nezWyAHOK84g1WCG5NsDy0-NEo30jharRUdfBUe4EZJWUqaua7uP4DnxEAfxQo,2020-12-31 13:02:03,2020-12-31 13:08:14,2020-12-31 13:08:14,NA,cc,cc,cb,robot,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,3,4,1,2,NA
ttm9QWk-5DMtP21qc0k5zoG_8e05hDhVOGuJ6RlTlOMG1ycu0yLUD2JxTTLHkrOl,2020-12-31 13:04:10,2021-01-04 21:20:35,2021-01-04 21:20:36,NA,cb,cb,gb,moral,4,3,3,4,4,1,3,3,3,3,4,4,3,5,4,5,4,4,5,1,3,-999,4,-999,-999,-999,3,3,3,3,3,3,3,2,3,3,3,3,4,5,6,4,3,4,5,4,3,4,4,4,4,4,3,2,3,1,NA
AHhiEhADvFqB6RcbHjq7ytmB3eB36C_GHlakXD_LKxDJ_BOhLOx40egkoXBJjAIK,2020-12-31 13:04:42,2020-12-31 13:08:18,2020-12-31 13:08:18,NA,cb,cb,gb,robot,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,1,2,2,1,NA
0rlEXbrbbfttQq23rLlkwKkqcJ6PF3M_fCVPlGSEnSpOskoknLGBJFKPmRBaQXLQ,2020-12-31 13:15:38,2020-12-31 13:28:28,2020-12-31 13:28:28,NA,cc,cc,cb,moral,3,3,3,4,2,3,2,4,2,5,2,4,4,4,4,2,4,4,3,2,3,3,3,2,3,3,3,4,3,4,2,2,2,3,4,3,3,3,4,3,3,3,4,4,3,4,3,3,4,4,4,4,3,3,3,1,NA
O3RhIE9oNje4mWQ0nryaynVxfrEQU2JfN62QPeGIlE6mPjhIKcrNoPcEqL0mJ0a4,2020-12-31 13:27:10,2020-12-31 13:36:01,2020-12-31 13:36:01,NA,cb,cb,gb,moral,3,4,3,4,4,1,3,3,1,3,1,3,3,1,1,5,1,2,1,3,1,3,3,3,4,4,3,3,2,3,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,3,1,NA
mZmIY4vVVh4z53qDgR9mGm9bs-ODlz3bDX30MPfWMek0gSxqmwh5UjS8ak-5SPFu,2020-12-31 13:29:16,2020-12-31 13:39:21,2020-12-31 13:39:21,NA,gb,gb,cc,robot,3,4,2,4,3,4,2,3,4,4,5,5,4,2,2,3,3,4,3,2,3,-999,3,-999,3,-999,3,4,2,4,2,2,3,2,4,3,3,4,6,2,3,4,3,4,2,4,2,3,-999,-999,3,-999,2,4,3,1,NA
hvIFnOYYorQ6XzVIA4mpPtk1Uv-_Zj1TnTt5rK3lP0Xzz5GfUuc3FJ3kWNd30xt1,2020-12-31 13:49:09,2020-12-31 13:54:39,2020-12-31 13:54:39,NA,gb,gb,cc,robot,3,3,2,4,2,3,2,2,2,3,4,3,3,4,5,4,3,4,4,4,4,1,4,2,3,2,2,3,1,2,2,3,2,5,2,2,5,3,2,5,4,5,4,5,4,4,5,2,3,1,4,3,2,3,2,1,NA
iPkx5VBBP6yEV-JVsuZI3Hp8oGhgLlCi0uqzI1KrpvzpHzxBVnm9E27mtnGdpCyU,2020-12-31 13:55:43,2020-12-31 14:02:03,2020-12-31 14:02:03,NA,gb,gb,cb,moral,3,3,3,3,3,2,3,2,2,3,2,2,3,3,3,3,3,2,2,2,3,3,3,-999,-999,-999,2,3,2,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,4,4,4,3,4,3,3,3,1,NA
JzfzVPD07oVmxsCukUh2Jr-I9358qFbPy9z-nNdDj7-KOjnwCU7ap5jelrqY8V5k,2020-12-31 14:48:09,2020-12-31 14:59:24,2020-12-31 14:59:24,NA,gb,gb,cb,moral,2,3,3,3,2,3,2,3,4,4,5,4,4,5,3,5,4,4,5,4,3,3,3,3,1,2,3,3,3,3,2,2,2,4,4,4,4,4,3,4,4,3,4,5,4,5,4,3,3,3,2,2,2,3,2,1,NA
1TXojqwJzZN9FckSuCom3ow0M8iO9vL_zpSUvM5nWDzzCTM9wC_fH1gV2qeBOY9C,2020-12-31 16:04:03,2020-12-31 16:16:32,2020-12-31 16:16:32,NA,gb,gb,cb,moral,2,2,3,2,2,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,1,1,4,1,3,3,2,3,2,3,1,1,1,1,1,1,3,1,1,1,1,3,1,1,3,3,4,4,4,4,4,4,1,1,NA
-IshUNvWqs82pp0KRTKx42zIH1XYJeHyPjGOLBLMnqLdBVvEl5HcAdTl9UWNCS2d,2020-12-31 16:23:19,2020-12-31 16:38:42,2020-12-31 16:38:42,NA,gb,gb,cb,moral,3,4,3,2,2,3,2,5,5,3,5,6,5,4,5,4,4,4,4,4,4,2,3,3,2,4,2,3,3,1,4,1,3,2,2,1,2,2,2,1,1,2,3,1,1,1,1,4,4,4,4,4,4,4,2,1,NA
Z55kO7Z_kWOJf2wisjOzxrfN2nJrVyz_-9AXQcZPUYs3tDuWZb4FkBj6LeQsd65k,2021-01-01 13:26:13,2021-01-01 13:37:56,2021-01-01 13:37:56,NA,cc,cc,gb,moral,3,2,3,2,3,2,3,3,2,4,4,3,2,3,3,3,3,3,3,3,3,2,-999,-999,3,-999,2,3,2,3,3,2,3,3,3,4,3,3,2,2,2,3,4,5,5,3,5,2,1,1,1,1,2,3,2,1,NA
lAmwXPJ5ctJOPVK5opO2ejxhx9eYhlvNRudj6nfFR9VfO4YVN1HzUUyEvcDkZrFs,2021-01-01 16:38:03,2021-01-01 16:45:00,2021-01-01 16:45:00,NA,cc,cc,gb,robot,2,2,2,2,2,2,2,4,3,5,4,4,2,5,5,3,2,3,2,4,3,2,3,3,3,4,2,2,2,2,2,2,2,3,3,3,4,1,3,3,1,3,3,4,3,3,3,-999,1,1,4,1,3,2,3,-999,UK
DtcwdFWth6A5-7og-yJ58PKyyM7JpDST-1DRIu0lEaIPkHY2KGYTGxdmPG2_kdd6,2021-01-01 19:16:23,2021-01-02 10:30:54,2021-01-02 10:30:54,NA,cc,cc,gb,moral,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-999,-999,-999,3,-999,3,2,2,3,2,2,2,3,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2,2,3,3,3,1,NA
eXwS-f50sLw0qTilla_VRI5KFZVdyNwlldFNK6KguWq_qri7y7PhbLe6xk2aBH9r,2021-01-02 00:32:20,2021-01-02 00:35:32,2021-01-02 00:35:33,NA,cb,cb,gb,robot,2,2,3,1,3,4,2,3,5,5,4,4,6,1,2,5,2,2,3,3,2,3,2,4,2,4,1,3,2,3,1,3,2,1,6,1,3,2,5,3,1,1,3,4,4,5,1,3,1,2,4,3,2,3,2,1,NA
ORBISn1I717CwgV9mR8wpVAr5ltxTIiZZoftekY3LYepe9gm54CtQ4YK1QltA0eM,2021-01-02 12:56:35,2021-01-02 16:43:40,2021-01-02 16:43:40,NA,cc,cc,gb,robot,2,3,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,-999,-999,-999,-999,-999,2,4,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,-999,-999,-999,-999,-999,3,3,2,1,NA
2BHhbQGLKatwipgrCBtcsGhSCQB63vlF0_3pxg2Oy5AwfE7Vw7Q3iuLKO-3Vo3AI,2021-01-03 14:57:14,2021-01-03 15:00:13,2021-01-03 15:00:14,NA,cc,cc,cb,robot,2,2,3,2,3,2,3,4,2,5,3,4,4,4,3,4,3,3,3,6,3,-999,3,4,2,3,3,3,2,2,3,3,3,4,5,5,4,4,5,3,4,4,4,5,3,4,5,3,3,-999,2,-999,2,2,2,1,NA
OlKu3BNGRl63efUUnWrNDy6ANRdG3V5vVSv7xwE2gFHTYu3hwTS3XmulW-KBL-3i,2021-01-04 00:08:09,2021-01-04 00:17:34,2021-01-04 00:17:34,NA,gb,gb,cb,moral,3,4,4,3,2,3,2,4,4,4,3,5,3,2,2,4,4,4,3,3,5,-999,1,1,1,1,2,3,3,2,2,3,2,4,4,3,4,3,5,5,4,6,5,4,6,4,6,3,4,4,4,4,4,4,3,1,NA
sPPP0WR00u9yXxgIWbtMEhmF07jejUkpmnboygVduTI-reCPNkZGhjJnJ1PpUQqT,2021-01-04 11:56:17,2021-01-04 12:01:21,2021-01-04 12:01:21,NA,cc,cc,cb,robot,3,2,3,3,4,3,3,2,3,2,3,1,3,4,3,3,2,3,1,4,1,-999,-999,-999,-999,-999,2,3,3,2,3,2,3,2,4,4,4,5,5,4,3,4,3,4,3,6,4,-999,-999,-999,-999,-999,4,1,1,1,NA
BgTE8WZiwvVLznws9-LTKMBHe8tNtFcnCGaaJN4NLWlnupck022LrcNciPMagFuE,2021-01-04 15:14:28,2021-01-04 15:23:42,2021-01-04 15:23:43,NA,cc,cc,gb,moral,2,3,4,3,3,3,3,2,3,3,1,2,1,1,2,3,3,2,1,2,2,2,4,3,3,3,3,3,3,2,3,3,2,2,2,3,2,2,1,2,1,2,1,2,1,2,3,1,1,1,2,1,4,4,3,1,NA
aVk21xRGTv1K9RwULmV5Eya9yDhslKSYvy4XioW5NceJ7b2KzI8jyhCqOvKNZkAm,2021-01-05 18:59:56,2021-01-05 19:10:50,2021-01-05 19:10:51,NA,gb,gb,cc,robot,2,3,3,3,3,1,3,1,2,2,1,3,3,1,2,3,1,2,3,3,3,-999,3,-999,3,-999,2,3,4,4,2,2,3,1,1,2,2,2,2,1,2,3,2,2,1,2,2,3,3,-999,4,-999,4,4,3,2,NA
mlGIJeMImQgrsaBmvnkpGBsDTNAevGb7Z6NYAKxV7XfwOqdSTjV7eWSzL1Hy0lBu,2021-01-05 19:23:44,2021-01-05 19:30:10,2021-01-05 19:30:10,NA,cc,cc,cb,moral,1,3,4,3,1,1,1,7,7,7,7,7,7,7,6,7,7,7,7,6,7,4,4,4,4,4,1,2,4,2,2,3,3,3,4,2,3,4,5,5,2,4,5,4,4,4,4,4,4,4,4,4,3,3,1,1,NA
kMEZ0PDa6TrFNGEZB6oOU_mACJ9P0gGpvc6AqYYzxd9LtanXSsgVNW6fq3mwJ4BC,2021-01-05 19:41:55,2021-01-05 20:28:00,2021-01-05 20:28:01,NA,cc,cc,cb,moral,3,3,3,4,3,1,3,2,2,2,2,2,3,4,4,3,3,3,4,3,3,2,-999,-999,2,-999,2,2,3,3,3,2,3,3,2,2,2,3,2,2,2,3,3,3,3,3,2,3,4,1,3,4,3,4,3,1,NA
OBYDm7N7KtB-4N8iNXiTOlYJ6_dlMOnckyFX8i7OLOzVnKgEqku_ufpucy_RLnpJ,2021-01-05 21:36:18,2021-01-05 21:43:42,2021-01-05 21:43:42,NA,cb,cb,gb,robot,4,4,4,4,1,4,1,1,1,1,1,1,1,1,3,4,1,5,7,1,1,4,4,4,4,1,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,4,4,4,4,4,1,1,1,1,NA
917XV_wbC4yOqyq5wnVr-S-3ntZksbO_vOD-UYem6wjkrksub3hbaGIEzhRbuaqA,2021-01-07 11:53:29,2021-01-07 12:03:10,2021-01-07 12:03:10,NA,gb,gb,cc,robot,2,3,1,3,3,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,-999,-999,-999,-999,-999,4,4,1,1,NA
AYT5qSBKg8Xjw_F6fqva2pDw7KrmhT7tH4-B8ujsT-dMidJfY8yZxLiScNg9YKNp,2021-01-08 12:01:34,2021-01-08 12:09:19,2021-01-08 12:09:19,NA,cc,cc,cb,robot,3,2,2,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-999,-999,3,-999,3,4,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,3,NA
NZLm5WuDGK2ZWpyoXrcebN07IGhkrgt5Jn5c5Zc431b96W56FHM1WdMwqhGIumPL,2021-01-08 12:10:25,2021-01-08 12:14:46,2021-01-08 12:14:46,NA,gb,gb,cb,moral,2,2,3,3,4,1,1,1,2,2,1,2,2,2,1,1,4,2,1,3,2,4,4,3,4,4,3,4,3,3,2,3,3,2,2,3,2,2,3,2,2,3,4,3,5,2,5,2,3,2,3,4,2,3,3,1,NA
0GPEIyBNX2Ob4Teb0-l-khuLKoxtxBJxCwr5ZOZocjsRiXJDTWiGL7pMtf1Liegi,2021-01-08 12:18:54,2021-01-08 12:25:57,2021-01-08 12:25:58,NA,gb,gb,cb,moral,1,4,4,1,2,3,3,3,1,1,1,1,1,7,1,1,6,4,1,7,7,4,4,4,4,4,3,3,1,1,1,1,1,1,1,2,2,1,1,7,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,NA
Q5xbCArfSaTwztoHsijCOyXt_SmkIhwDvXG2nzaUTbZ_4rPTaZcqb4GYUT5ATQAu,2021-01-08 12:32:30,2021-01-08 12:34:42,2021-01-08 12:34:42,NA,gb,gb,cb,robot,1,3,2,1,4,3,4,6,3,4,6,6,5,3,3,2,4,4,6,5,5,4,1,4,1,1,1,4,4,4,1,4,3,4,2,3,4,4,6,7,5,6,4,7,4,4,6,2,2,1,4,3,4,1,2,1,NA
ILAR7x_TrYCurU4hW1S38S5tSMmwj5VBB10gInaFfwgep-aKW5PuhwQ4dPDI9vGu,2021-01-08 13:29:46,2021-01-08 19:01:34,2021-01-08 19:01:34,NA,cc,cc,cb,robot,3,4,2,4,3,2,3,1,1,2,3,2,2,2,1,2,3,3,3,1,3,4,4,4,4,4,3,3,2,4,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999,-999,-999,-999,-999,4,3,3,1,NA
FUm9hyLUGEwhblAc6fwjp548HcQwPspAicmkUtT7VmtENvbc98XzJ2_K5IFPeaO9,2021-01-08 14:12:23,2021-01-08 14:20:40,2021-01-08 14:20:40,NA,gb,gb,cc,moral,2,3,3,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,3,3,3,1,NA
FfMbdQw_zpzPRglRjWR5Ajv9N-7pOhZiSKFK802ZGnrcRJ-DTiy2s0ACWszYrhDm,2021-01-08 15:10:21,2021-01-08 15:12:58,2021-01-08 15:12:59,NA,cc,cc,gb,moral,2,2,2,2,2,2,3,3,4,3,4,4,3,4,3,4,4,4,3,3,4,-999,-999,-999,-999,-999,2,2,2,3,2,2,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,-999,-999,2,-999,3,3,3,1,NA
WCXtU83FXSeCsszBE4B17YZvdtSNw1-RmNVgV6aSBm2uUi4mhGIjV8jSVAAzj0mN,2021-01-08 15:51:43,2021-01-08 15:53:10,2021-01-08 15:53:10,NA,cb,cb,cc,robot,2,1,3,3,4,4,3,2,5,6,4,6,2,2,2,4,2,7,2,6,2,3,3,4,4,4,3,3,4,2,4,4,4,3,6,6,1,2,5,5,1,7,3,6,6,6,4,3,4,4,4,3,3,3,3,1,NA
qUqw50jlhQBJFQ-EExfw3ZGRQLAZlaSsaDgNAMkUjpQI49z_phn3lHWneL0239L4,2021-01-08 16:09:30,2021-01-08 16:16:40,2021-01-08 16:16:40,NA,gb,gb,cb,moral,1,1,3,2,4,2,4,3,3,3,2,1,2,1,3,1,4,3,2,4,4,1,1,1,1,1,1,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,NA
5CEWvEd5LOtRrYpbI9ebFe6IxsArZfBauCkliB6nKgFk_cCALwKMk1zji67dbQUy,2021-01-08 16:13:18,2021-01-08 16:20:48,2021-01-08 16:20:48,NA,gb,gb,cb,robot,2,3,2,3,3,2,2,4,3,3,4,4,4,4,5,5,4,4,4,5,4,3,3,-999,3,3,3,3,3,3,3,2,2,4,2,2,4,4,4,4,4,4,4,4,3,4,5,3,3,3,3,3,3,3,3,1,NA
Cv1JZ7aimpll3_DiyH8h_Q895FBkwvMYUGU4QpIBvU7eTWSNc5K6QCbFvNyc5Z8P,2021-01-08 16:18:34,2021-01-08 16:21:08,2021-01-08 16:21:09,NA,cb,cb,gb,robot,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,2,2,2,1,NA
DoV5eBdn2iIRrfAYQbYh6k8eLDiZctP3PUBMzRoV88ddGoUpYZUhl-2aodYrg3z7,2021-01-08 16:56:44,2021-01-08 17:05:14,2021-01-08 17:05:14,NA,gb,gb,cb,moral,1,4,4,1,4,1,4,2,4,2,2,4,3,3,3,3,2,2,2,2,3,1,1,1,1,1,4,4,4,4,4,1,4,2,4,4,3,4,4,2,4,4,2,2,3,3,3,1,1,1,1,1,4,4,4,1,NA
1S1uB2OykdnmD8Sv0X06BkER7x0x39CEKIk1o_H9RR6qTfbcamkuoFVa0TGuqU8z,2021-01-08 17:32:33,2021-01-08 17:39:00,2021-01-08 17:39:01,NA,cc,cc,gb,moral,4,3,3,3,3,2,3,1,1,1,1,1,1,1,2,2,2,1,2,1,2,3,4,-999,4,-999,3,2,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,3,2,2,1,NA
5Q11K4ustu4krSgx6gaDJkyoIoPL-hOxcbLd9dMRfZGNcFQSsV-pj4AJIC7d3x-_,2021-01-08 17:32:56,2021-01-08 17:37:14,2021-01-08 17:37:14,NA,cb,cb,cc,robot,3,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,3,1,NA
V4hm1x_ozuwHZwRl3Mx-6KQYjvxXJiZ4XzKKH8q9BMfTyFJP4Xt-8UGHN-xE51BM,2021-01-08 17:40:47,2021-01-08 17:46:11,2021-01-08 17:46:12,NA,cc,cc,cb,moral,4,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,3,1,NA
9IbYBY2m0RYbQmqPuCkrPLHEXJRCkAednOU5Syr1rRxbDN3jLYu_AV7-zt-6zpzj,2021-01-08 17:43:13,2021-01-08 18:01:06,2021-01-08 18:01:06,NA,gb,gb,cc,moral,4,4,3,4,3,3,3,4,4,3,4,5,4,3,3,4,4,3,3,3,3,1,1,1,1,1,2,2,2,3,2,2,2,4,3,3,5,3,5,4,4,4,4,4,4,4,4,2,2,4,3,2,3,3,3,1,NA
BCMgdqQaYgDYFutHbYcBKaKmP8bsO5xHmxIXTbZ3lJHL7XsXSFfr5gj44CB9RsR5,2021-01-08 17:44:36,2021-01-08 17:46:42,2021-01-08 17:46:42,NA,cc,cc,gb,robot,3,2,4,3,2,3,2,2,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,1,3,2,2,3,2,4,4,4,3,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,4,3,4,1,NA
GRqsEubla6mElWBhcePRy49Sib-xcDSJy79HFe7JVZW9mz3y2gQk4gWJ3DF2RS39,2021-01-08 17:55:48,2021-01-08 18:05:44,2021-01-08 18:05:45,NA,gb,gb,cc,robot,3,3,3,3,2,3,2,4,3,2,3,3,2,4,4,4,4,4,4,3,3,1,1,1,1,1,3,2,2,3,3,3,2,4,3,2,3,3,3,3,4,4,4,4,4,3,4,1,1,-999,1,1,4,4,4,1,NA
x-oDKZI5N6lwyoG6_DsuVntp1Bay6fsPsMJL6XNaqTTMu4N3e46Y9XBKnrOU4yMO,2021-01-08 18:03:02,2021-01-08 18:08:17,2021-01-08 18:08:17,NA,cb,cb,gb,moral,3,3,3,2,1,2,1,6,3,6,5,6,5,4,5,5,4,5,3,5,4,-999,4,4,-999,4,2,3,3,2,3,2,2,4,3,3,4,4,4,5,5,4,4,4,4,3,5,1,1,1,1,1,4,4,4,1,NA
TyANE-Vk2Q44au8c6mUjDySpJwqstZX7RZbvlswpRnXnP0FSHvxXfCTBHSwqpY75,2021-01-08 18:32:18,2021-01-08 18:48:41,2021-01-08 18:48:41,NA,cc,cc,cb,robot,3,4,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-999,4,4,-999,1,4,3,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,NA
ZWo80ZiJBstw0xTk8x34lEwqAOTv8Sc2ZSe4FGsn8f8onKuVPcYxkPawkgybMwHB,2021-01-08 19:50:47,2021-01-08 19:53:26,2021-01-08 19:53:26,NA,gb,gb,cb,moral,3,3,3,3,4,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,-999,-999,-999,-999,-999,3,3,2,1,NA
qhX3rYE4AJyRUi6pFh_ZAMu-BGTEqJE5FLUlfBVjJAaY6SKxoiTZuyqrg1IsVd3n,2021-01-08 20:03:45,2021-01-08 20:09:09,2021-01-08 20:09:09,NA,cc,cc,cb,robot,2,2,2,3,2,2,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,3,3,3,2,1,NA
Ajc8R0uh9B4wEUYm-KalbsdF3Tq32s2iwmMEtMutfeHbaR7uZAWRlrDgA1FGrVP7,2021-01-08 20:37:17,2021-01-08 20:49:27,2021-01-08 20:49:27,NA,gb,gb,cc,robot,3,4,3,3,3,2,3,2,1,1,1,3,2,3,3,3,2,3,3,3,3,1,1,1,1,1,3,4,3,4,3,2,3,1,1,1,1,3,2,3,3,4,2,4,3,3,3,-999,-999,3,3,-999,4,4,4,1,NA
6gajz98uYPPBqYhf6Y8amx3rvc9ZxcS1soQ1YJaku6pBzE-pRcSijtnnhnXjogXk,2021-01-08 20:45:15,2021-01-13 14:34:41,2021-01-13 14:34:42,NA,gb,gb,cc,moral,2,3,2,3,2,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,2,3,-999,3,2,2,3,2,2,3,2,4,4,3,4,4,4,3,5,4,3,4,4,4,4,3,3,2,3,2,3,2,2,3,NA
oU23pMWDK45DS6EyDnxsRwVwg9EkvpwGJAqhKXUklaDufsf3qUmQVVws1i-J20rh,2021-01-19 14:56:45,2021-01-19 15:04:55,2021-01-19 15:04:55,NA,gb,gb,cb,robot,3,2,3,3,3,2,2,3,2,2,6,3,2,3,6,3,4,5,3,2,3,2,-999,3,1,-999,4,2,3,2,3,2,3,4,2,3,2,3,6,2,6,3,4,2,4,2,3,3,3,4,3,4,3,1,4,1,NA
